,Crossing
16987,52
16988,50
16989,33
16990,13
16991,49
16992,49
16993,56
16994,43
16995,46
16996,35
16997,60
16998,38
16999,26
17000,16
17001,51
17002,11
17003,56
17004,57
17005,47
17006,28
17007,32
17008,48
17009,39
17010,13
17011,48
17012,28
17013,30
17014,53
17015,57
17016,35
17017,45
17018,41
17019,33
17020,45
17021,58
17022,34
17023,11
17024,48
17025,54
17026,26
17027,11
17028,14
17029,39
17030,40
17031,53
17032,51
17033,46
17034,46
17035,40
17036,29
17037,30
17038,46
17039,55
17040,14
17041,12
17042,51
17043,10
17044,22
17045,43
17046,25
17047,35
17048,53
17049,25
17050,14
17051,26
17052,41
17053,14
17054,37
17055,45
17056,56
17057,51
17058,20
17059,11
17060,51
17061,35
17062,13
17063,51
17064,15
17065,41
17066,61
17067,35
17068,41
17069,15
17070,60
17071,55
17072,32
17073,56
17074,45
17075,32
17076,56
17077,51
17078,50
17079,49
17080,59
17081,14
17082,56
17083,14
17084,43
17085,43
17086,48
17087,30
17088,20
17089,41
17090,51
17091,34
17092,51
17093,43
17094,11
17095,29
17096,27
17097,18
17098,50
17099,18
17100,52
17101,56
17102,44
17103,41
17104,40
17105,32
17106,26
17107,12
17108,37
17109,20
17110,44
17111,11
17112,48
17113,32
17114,20
17115,41
17116,13
17117,39
17118,45
17119,55
17120,46
17121,54
17122,53
17123,44
17124,42
17125,48
17126,41
17127,57
17128,12
17129,48
17130,29
17131,55
17132,56
17133,58
17134,33
17135,56
17136,56
17137,27
17138,45
17139,48
17140,48
17141,39
17142,31
17143,44
17144,31
17145,42
17146,38
17147,53
17148,28
17149,13
17150,48
17151,13
17152,47
17153,45
17154,48
17155,47
17156,38
17157,20
17158,28
17159,44
17160,42
17161,59
17162,49
17163,50
17164,11
17165,30
17166,52
17167,40
17168,54
17169,13
17170,41
17171,34
17172,30
17173,44
17174,47
17175,11
17176,49
17177,50
17178,32
17179,44
17180,27
17181,42
17182,56
17183,46
17184,43
17185,58
17186,53
17187,53
17188,20
17189,36
17190,53
17191,11
17192,11
17193,45
17194,53
17195,38
17196,13
17197,10
17198,51
17199,54
17200,53
17201,13
17202,48
17203,43
17204,40
17205,52
17206,45
17207,27
17208,10
17209,14
17210,50
17211,30
17212,57
17213,26
17214,57
17215,25
17216,56
17217,39
17218,44
17219,58
17220,44
17221,11
17222,48
17223,38
17224,38
17225,48
17226,52
17227,37
17228,52
17229,45
17230,11
17231,51
17232,55
17233,54
17234,41
17235,16
17236,38
17237,52
17238,52
17239,31
17240,52
17241,39
17242,13
17243,14
17244,39
17245,24
17246,34
17247,50
17248,55
17249,55
17250,55
17251,23
17252,50
17253,48
17254,59
17255,53
17256,33
17257,40
17258,47
17259,24
17260,21
17261,30
17262,57
17263,32
17264,14
17265,30
17266,49
17267,14
17268,30
17269,23
17270,56
17271,13
17272,46
17273,51
17274,52
17275,28
17276,46
17277,10
17278,55
17279,42
17280,16
17281,32
17282,30
17283,51
17284,47
17285,44
17286,16
17287,37
17288,9
17289,9
17290,33
17291,32
17292,52
17293,38
17294,15
17295,52
17296,21
17297,45
17298,49
17299,33
17300,29
17301,20
17302,33
17303,40
17304,63
17305,52
17306,42
17307,20
17308,46
17309,38
17310,13
17311,49
17312,49
17313,11
17314,46
17315,42
17316,41
17317,11
17318,27
17319,44
17320,20
17321,22
17322,14
17323,25
17324,33
17325,38
17326,44
17327,51
17328,35
17329,35
17330,54
17331,17
17332,30
17333,11
17334,45
17335,56
17336,48
17337,56
17338,46
17339,18
17340,18
17341,48
17342,43
17343,49
17344,44
17345,57
17346,51
17347,44
17348,41
17349,53
17350,33
17351,18
17352,44
17353,63
17354,46
17355,41
17356,43
17357,12
17358,42
17359,29
17360,10
17361,44
17362,31
17363,12
17364,24
17365,53
17366,16
17367,52
17368,48
17369,30
17370,57
17371,45
17372,50
17373,43
17374,43
17375,20
17376,40
17377,31
17378,28
17379,13
17380,38
17381,50
17382,22
17383,13
17384,23
17385,34
17386,28
17387,31
17388,46
17389,44
17390,39
17391,39
17392,14
17393,13
17394,29
17395,47
17396,37
17397,12
17398,33
17399,28
17400,37
17401,46
17402,39
17403,16
17404,39
17405,39
17406,29
17407,43
17408,21
17409,12
17410,43
17411,51
17412,53
17413,45
17414,24
17415,52
17416,27
17417,51
17418,48
17419,13
17420,34
17421,59
17422,29
17423,49
17424,10
17425,28
17426,7
17427,48
17428,14
17429,10
17430,18
17431,54
17432,61
17433,42
17434,42
17435,56
17436,25
17437,12
17438,46
17439,52
17440,52
17441,14
17442,14
17443,54
17444,37
17445,44
17446,46
17447,26
17448,53
17449,42
17450,14
17451,33
17452,28
17453,36
17454,32
17455,43
17456,40
17457,53
17458,42
17459,26
17460,36
17461,14
17462,11
17463,10
17464,38
17465,37
17466,50
17467,31
17468,33
17469,11
17470,10
17471,38
17472,45
17473,11
17474,46
17475,11
17476,38
17477,32
17478,53
17479,13
17480,28
17481,10
17482,25
17483,41
17484,42
17485,45
17486,10
17487,11
17488,34
17489,40
17490,45
17491,41
17492,14
17493,14
17494,12
17495,37
17496,13
17497,33
17498,14
17499,47
17500,58
17501,12
17502,45
17503,30
17504,46
17505,24
17506,10
17507,12
17508,44
17509,40
17510,49
17511,13
17512,41
17513,51
17514,55
17515,25
17516,48
17517,53
17518,55
17519,57
17520,22
17521,12
17522,52
17523,14
17524,30
17525,33
17526,43
17527,48
17528,41
17529,25
17530,24
17531,54
17532,19
17533,50
17534,43
17535,10
17536,15
17537,47
17538,14
17539,24
17540,12
17541,47
17542,41
17543,23
17544,23
17545,42
17546,48
17547,28
17548,12
17549,19
17550,12
17551,46
17552,38
17553,39
17554,31
17555,47
17556,49
17557,16
17558,49
17559,28
17560,48
17561,48
17562,54
17563,55
17564,35
17565,43
17566,10
17567,45
17568,47
17569,16
17570,54
17571,54
17572,18
17573,43
17574,46
17575,29
17576,52
17577,31
17578,43
17579,34
17580,46
17581,48
17582,10
17583,39
17584,53
17585,37
17586,42
17587,49
17588,45
17589,18
17590,36
17591,41
17592,33
17593,49
17594,31
17595,31
17596,29
17597,26
17598,26
17599,54
17600,28
17601,45
17602,24
17603,24
17604,27
17605,31
17606,44
17607,10
17608,13
17609,27
17610,32
17611,28
17612,13
17613,14
17614,46
17615,45
17616,42
17617,24
17618,50
17619,38
17620,17
17621,26
17622,47
17623,29
17624,9
17625,40
17626,9
17627,32
17628,42
17629,28
17630,10
17631,13
17632,40
17633,13
17634,11
17635,36
17636,49
17637,28
17638,44
17639,55
17640,31
17641,40
17642,42
17643,43
17644,22
17645,13
17646,13
17647,46
17648,25
17649,12
17650,12
17651,14
17652,35
17653,43
17654,41
17655,42
17656,15
17657,47
17658,8
17659,30
17660,23
17661,51
17662,10
17663,33
17664,28
17665,12
17666,40
17667,46
17668,45
17669,17
17670,11
17671,11
17672,43
17673,23
17674,44
17675,43
17676,40
17677,50
17678,43
17679,10
17680,28
17681,12
17682,39
17683,12
17684,53
17685,39
17686,11
17687,14
17688,15
17689,35
17690,12
17691,14
17692,54
17693,39
17694,36
17695,40
17696,25
17697,25
17698,43
17699,13
17700,49
17701,39
17702,48
17703,11
17704,42
17705,43
17706,34
17707,46
17708,34
17709,44
17710,41
17711,42
17712,29
17713,46
17714,24
17715,38
17716,35
17717,25
17718,14
17719,11
17720,50
17721,28
17722,31
17723,39
17724,46
17725,32
17726,11
17727,46
17728,31
17729,49
17730,30
17731,11
17732,51
17733,13
17734,22
17735,47
17736,42
17737,31
17738,47
17739,35
17740,53
17741,30
17742,31
17743,54
17744,11
17745,30
17746,45
17747,40
17748,40
17749,11
17750,25
17751,47
17752,24
17753,48
17754,51
17755,45
17756,43
17757,54
17758,41
17759,51
17760,22
17761,9
17762,12
17763,12
17764,46
17765,14
17766,33
17767,39
17768,14
17769,35
17770,13
17771,13
17772,24
17773,36
17774,46
17775,13
17776,45
17777,10
17778,30
17779,39
17780,28
17781,37
17782,35
17783,30
17784,13
17785,48
17786,48
17787,8
17788,27
17789,48
17790,45
17791,43
17792,42
17793,42
17794,28
17795,10
17796,25
17797,46
17798,31
17799,31
17800,43
17801,44
17802,23
17803,25
17804,45
17805,19
17806,10
17807,14
17808,46
17809,41
17810,31
17811,41
17812,55
17813,30
17814,40
17815,13
17816,34
17817,32
17818,36
17819,42
17820,34
17821,11
17822,34
17823,35
17824,50
17825,18
17826,36
17827,23
17828,44
17829,18
17830,30
17831,29
17832,48
17833,43
17834,51
17835,50
17836,29
17837,30
17838,11
17839,33
17840,46
17841,13
17842,11
17843,54
17844,45
17845,10
17846,56
17847,29
17848,22
17849,50
17850,50
17851,36
17852,36
17853,51
17854,18
17855,41
17856,41
17857,17
17858,36
17859,11
17860,48
17861,47
17862,45
17863,29
17864,39
17865,10
17866,47
17867,25
17868,10
17869,11
17870,20
17871,40
17872,13
17873,28
17874,48
17875,14
17876,13
17877,46
17878,23
17879,29
17880,30
17881,27
17882,27
17883,35
17884,45
17885,48
17886,26
17887,12
17888,40
17889,42
17890,36
17891,29
17892,11
17893,21
17894,52
17895,29
17896,31
17897,31
17898,52
17899,51
17900,29
17901,29
17902,38
17903,48
17904,36
17905,41
17906,39
17907,8
17908,13
17909,43
17910,10
17911,48
17912,11
17913,11
17914,24
17915,35
17916,11
17917,42
17918,29
17919,51
17920,43
17921,11
17922,13
17923,20
17924,14
17925,14
17926,33
17927,10
17928,24
17929,14
17930,28
17931,42
17932,41
17933,22
17934,13
17935,42
17936,33
17937,57
17938,12
17939,28
17940,46
17941,54
17942,11
17943,49
17944,12
17945,11
17946,10
17947,26
17948,39
17949,30
17950,44
17951,14
17952,14
17953,10
17954,43
17955,41
17956,14
17957,49
17958,22
17959,30
17960,14
17961,13
17962,42
17963,40
17964,38
17965,41
17966,14
17967,38
17968,37
17969,14
17970,45
17971,42
17972,37
17973,31
17974,44
17975,23
17976,43
17977,14
17978,22
17979,19
17980,33
17981,14
17982,26
17983,31
17984,24
17985,16
17986,49
17987,10
17988,25
17989,53
17990,46
17991,36
17992,26
17993,47
17994,48
17995,12
17996,38
17997,10
17998,12
17999,54
18000,46
18001,44
18002,54
18003,54
18004,51
18005,40
18006,30
18007,44
18008,28
18009,54
18010,46
18011,44
18012,46
18013,30
18014,36
18015,14
18016,38
18017,49
18018,13
18019,11
18020,31
18021,30
18022,40
18023,33
18024,33
18025,14
18026,26
18027,30
18028,41
18029,12
18030,44
18031,49
18032,43
18033,14
18034,29
18035,44
18036,14
18037,43
18038,34
18039,27
18040,26
18041,11
18042,30
18043,51
18044,23
18045,28
18046,33
18047,31
18048,38
18049,26
18050,37
18051,46
18052,47
18053,39
18054,39
18055,18
18056,43
18057,49
18058,43
18059,14
18060,42
18061,13
18062,35
18063,44
18064,24
18065,29
18066,35
18067,42
18068,46
18069,36
18070,45
18071,28
18072,30
18073,11
18074,15
18075,37
18076,36
18077,47
18078,14
18079,49
18080,31
18081,22
18082,11
18083,63
18084,31
18085,46
18086,40
18087,43
18088,47
18089,33
18090,52
18091,27
18092,42
18093,42
18094,45
18095,41
18096,31
18097,41
18098,51
18099,49
18100,42
18101,45
18102,20
18103,44
18104,30
18105,30
18106,52
18107,28
18108,54
18109,47
18110,44
18111,14
18112,53
18113,31
18114,33
18115,39
18116,41
18117,32
18118,41
18119,31
18120,46
18121,43
18122,15
18123,44
18124,19
18125,10
18126,52
18127,25
18128,51
18129,37
18130,31
18131,10
18132,18
18133,32
18134,51
18135,39
18136,48
18137,34
18138,43
18139,38
18140,39
18141,37
18142,11
18143,13
18144,35
18145,43
18146,20
18147,29
18148,11
18149,47
18150,29
18151,45
18152,40
18153,37
18154,11
18155,48
18156,48
18157,47
18158,42
18159,40
18160,43
18161,48
18162,31
18163,41
18164,20
18165,40
18166,23
18167,49
18168,46
18169,43
18170,22
18171,31
18172,24
18173,46
18174,9
18175,10
18176,41
18177,37
18178,25
18179,13
18180,33
18181,36
18182,49
18183,53
18184,47
18185,37
18186,39
18187,39
18188,10
18189,13
18190,33
18191,33
18192,45
18193,40
18194,31
18195,32
18196,41
18197,45
18198,39
18199,14
18200,31
18201,10
18202,11
18203,24
18204,13
18205,43
18206,53
18207,53
18208,14
18209,34
18210,32
18211,12
18212,20
18213,12
18214,12
18215,13
18216,14
18217,12
18218,40
18219,33
18220,14
18221,38
18222,41
18223,39
18224,27
18225,42
18226,32
18227,39
18228,39
18229,15
18230,46
18231,23
18232,22
18233,42
18234,33
18235,26
18236,32
18237,25
18238,12
18239,38
18240,11
18241,46
18242,37
18243,41
18244,22
18245,14
18246,41
18247,13
18248,20
18249,46
18250,35
18251,36
18252,26
18253,44
18254,29
18255,31
18256,31
18257,11
18258,11
18259,41
18260,32
18261,40
18262,28
18263,34
18264,20
18265,12
18266,39
18267,46
18268,45
18269,12
18270,14
18271,28
18272,39
18273,36
18274,39
18275,38
18276,47
18277,36
18278,11
18279,32
18280,30
18281,29
18282,27
18283,12
18284,13
18285,42
18286,38
18287,37
18288,53
18289,53
18290,50
18291,32
18292,22
18293,39
18294,37
18295,36
18296,40
18297,52
18298,32
18299,26
18300,14
18301,40
18302,38
18303,39
18304,33
18305,35
18306,24
18307,14
18308,50
18309,50
18310,45
18311,41
18312,27
18313,30
18314,13
18315,37
18316,38
18317,15
18318,14
18319,21
18320,30
18321,13
18322,43
18323,10
18324,32
18325,37
18326,29
18327,34
18328,45
18329,10
18330,18
18331,40
18332,24
18333,51
18334,36
18335,38
18336,35
18337,32
18338,10
18339,19
18340,33
18341,36
18342,41
18343,34
18344,33
18345,25
18346,41
18347,31
18348,34
18349,31
18350,25
18351,42
18352,49
18353,34
18354,51
18355,36
18356,36
18357,9
18358,27
18359,42
18360,42
18361,14
18362,48
18363,31
18364,28
18365,37
