,Defending
16993,174
16994,133
16995,163
16996,176
16997,161
16998,83
16999,49
17000,25
17001,112
17002,33
17003,107
17004,160
17005,126
17006,173
17007,168
17008,98
17009,157
17010,28
17011,75
17012,51
17013,48
17014,128
17015,52
17016,62
17017,165
17018,114
17019,50
17020,152
17021,110
17022,47
17023,24
17024,152
17025,68
17026,169
17027,29
17028,35
17029,156
17030,138
17031,86
17032,168
17033,162
17034,162
17035,169
17036,43
17037,44
17038,168
17039,111
17040,27
17041,30
17042,135
17043,32
17044,51
17045,163
17046,47
17047,50
17048,46
17049,47
17050,43
17051,55
17052,152
17053,33
17054,41
17055,184
17056,165
17057,136
17058,54
17059,32
17060,142
17061,43
17062,29
17063,148
17064,36
17065,171
17066,158
17067,158
17068,172
17069,29
17070,165
17071,74
17072,176
17073,73
17074,133
17075,41
17076,133
17077,175
17078,69
17079,137
17080,46
17081,42
17082,171
17083,25
17084,176
17085,176
17086,160
17087,181
17088,48
17089,114
17090,165
17091,155
17092,141
17093,134
17094,42
17095,50
17096,43
17097,42
17098,158
17099,31
17100,142
17101,160
17102,131
17103,43
17104,137
17105,169
17106,151
17107,34
17108,161
17109,42
17110,136
17111,29
17112,96
17113,55
17114,162
17115,131
17116,29
17117,152
17118,164
17119,157
17120,101
17121,150
17122,161
17123,119
17124,110
17125,179
17126,155
17127,107
17128,31
17129,171
17130,171
17131,88
17132,80
17133,163
17134,45
17135,46
17136,46
17137,37
17138,151
17139,93
17140,146
17141,126
17142,107
17143,158
17144,61
17145,46
17146,157
17147,71
17148,161
17149,41
17150,113
17151,31
17152,149
17153,106
17154,38
17155,136
17156,174
17157,168
17158,177
17159,180
17160,76
17161,154
17162,160
17163,70
17164,32
17165,161
17166,80
17167,156
17168,131
17169,35
17170,160
17171,39
17172,53
17173,169
17174,101
17175,30
17176,128
17177,52
17178,44
17179,103
17180,61
17181,158
17182,169
17183,117
17184,123
17185,42
17186,165
17187,165
17188,55
17189,46
17190,78
17191,36
17192,29
17193,176
17194,163
17195,59
17196,32
17197,24
17198,58
17199,159
17200,137
17201,31
17202,160
17203,158
17204,138
17205,92
17206,104
17207,159
17208,36
17209,30
17210,166
17211,51
17212,153
17213,157
17214,66
17215,164
17216,166
17217,41
17218,79
17219,88
17220,56
17221,34
17222,98
17223,153
17224,56
17225,156
17226,106
17227,162
17228,61
17229,75
17230,37
17231,158
17232,98
17233,72
17234,183
17235,37
17236,166
17237,71
17238,71
17239,52
17240,145
17241,160
17242,32
17243,30
17244,61
17245,166
17246,157
17247,154
17248,172
17249,165
17250,69
17251,164
17252,174
17253,165
17254,113
17255,164
17256,40
17257,135
17258,117
17259,101
17260,48
17261,39
17262,138
17263,55
17264,35
17265,43
17266,144
17267,49
17268,57
17269,175
17270,91
17271,32
17272,134
17273,90
17274,85
17275,176
17276,142
17277,40
17278,160
17279,148
17280,45
17281,46
17282,49
17283,166
17284,72
17285,105
17286,43
17287,148
17288,26
17289,26
17290,42
17291,158
17292,114
17293,175
17294,43
17295,68
17296,162
17297,142
17298,190
17299,36
17300,158
17301,40
17302,163
17303,98
17304,169
17305,155
17306,178
17307,161
17308,156
17309,74
17310,29
17311,159
17312,151
17313,32
17314,167
17315,128
17316,39
17317,29
17318,49
17319,120
17320,160
17321,165
17322,31
17323,156
17324,186
17325,82
17326,162
17327,106
17328,159
17329,162
17330,116
17331,35
17332,161
17333,31
17334,154
17335,125
17336,134
17337,148
17338,156
17339,45
17340,45
17341,123
17342,153
17343,67
17344,53
17345,164
17346,145
17347,69
17348,57
17349,152
17350,44
17351,53
17352,102
17353,165
17354,184
17355,131
17356,158
17357,47
17358,151
17359,171
17360,28
17361,42
17362,42
17363,30
17364,157
17365,131
17366,44
17367,109
17368,106
17369,47
17370,132
17371,136
17372,130
17373,84
17374,165
17375,158
17376,124
17377,38
17378,47
17379,52
17380,99
17381,84
17382,157
17383,32
17384,49
17385,159
17386,45
17387,54
17388,130
17389,177
17390,139
17391,139
17392,47
17393,33
17394,36
17395,162
17396,163
17397,31
17398,152
17399,54
17400,96
17401,73
17402,142
17403,42
17404,133
17405,81
17406,46
17407,152
17408,61
17409,37
17410,82
17411,141
17412,166
17413,101
17414,169
17415,144
17416,33
17417,117
17418,87
17419,33
17420,146
17421,165
17422,53
17423,149
17424,24
17425,153
17426,19
17427,93
17428,39
17429,34
17430,42
17431,86
17432,154
17433,135
17434,148
17435,146
17436,168
17437,30
17438,116
17439,69
17440,158
17441,35
17442,35
17443,151
17444,157
17445,175
17446,135
17447,43
17448,69
17449,157
17450,32
17451,165
17452,169
17453,171
17454,50
17455,104
17456,121
17457,58
17458,154
17459,148
17460,138
17461,49
17462,42
17463,31
17464,173
17465,175
17466,92
17467,165
17468,48
17469,52
17470,30
17471,69
17472,147
17473,29
17474,179
17475,37
17476,121
17477,46
17478,152
17479,32
17480,179
17481,31
17482,46
17483,108
17484,153
17485,94
17486,29
17487,39
17488,85
17489,131
17490,153
17491,164
17492,47
17493,47
17494,54
17495,165
17496,31
17497,123
17498,48
17499,101
17500,143
17501,33
17502,122
17503,45
17504,153
17505,162
17506,28
17507,33
17508,136
17509,143
17510,124
17511,35
17512,36
17513,172
17514,142
17515,45
17516,156
17517,137
17518,91
17519,162
17520,43
17521,33
17522,134
17523,47
17524,51
17525,51
17526,121
17527,41
17528,133
17529,62
17530,61
17531,60
17532,51
17533,42
17534,134
17535,32
17536,33
17537,78
17538,31
17539,162
17540,27
17541,130
17542,101
17543,72
17544,72
17545,81
17546,168
17547,46
17548,36
17549,43
17550,30
17551,152
17552,90
17553,69
17554,45
17555,159
17556,82
17557,43
17558,117
17559,176
17560,139
17561,171
17562,92
17563,61
17564,155
17565,151
17566,31
17567,139
17568,165
17569,37
17570,142
17571,69
17572,47
17573,167
17574,121
17575,48
17576,166
17577,57
17578,83
17579,157
17580,85
17581,135
17582,43
17583,145
17584,167
17585,112
17586,114
17587,130
17588,128
17589,60
17590,147
17591,160
17592,41
17593,156
17594,48
17595,48
17596,42
17597,65
17598,53
17599,94
17600,163
17601,74
17602,164
17603,158
17604,52
17605,38
17606,154
17607,33
17608,57
17609,169
17610,40
17611,152
17612,31
17613,50
17614,116
17615,67
17616,139
17617,64
17618,101
17619,93
17620,56
17621,47
17622,114
17623,37
17624,31
17625,152
17626,37
17627,148
17628,153
17629,47
17630,33
17631,33
17632,128
17633,31
17634,32
17635,46
17636,151
17637,150
17638,153
17639,138
17640,168
17641,117
17642,122
17643,103
17644,51
17645,31
17646,31
17647,165
17648,170
17649,33
17650,33
17651,29
17652,46
17653,48
17654,141
17655,71
17656,41
17657,150
17658,23
17659,41
17660,167
17661,133
17662,30
17663,56
17664,160
17665,36
17666,129
17667,144
17668,141
17669,47
17670,34
17671,34
17672,55
17673,157
17674,152
17675,119
17676,132
17677,154
17678,117
17679,33
17680,149
17681,33
17682,128
17683,43
17684,154
17685,130
17686,29
17687,37
17688,51
17689,51
17690,34
17691,32
17692,145
17693,161
17694,126
17695,154
17696,45
17697,45
17698,165
17699,31
17700,151
17701,124
17702,41
17703,54
17704,143
17705,132
17706,48
17707,113
17708,40
17709,148
17710,142
17711,126
17712,162
17713,137
17714,170
17715,118
17716,143
17717,77
17718,60
17719,40
17720,73
17721,42
17722,56
17723,141
17724,115
17725,42
17726,35
17727,45
17728,148
17729,78
17730,61
17731,45
17732,79
17733,31
17734,142
17735,162
17736,150
17737,38
17738,71
17739,94
17740,139
17741,33
17742,50
17743,152
17744,34
17745,165
17746,160
17747,128
17748,128
17749,27
17750,166
17751,82
17752,157
17753,155
17754,166
17755,99
17756,39
17757,145
17758,166
17759,128
17760,47
17761,41
17762,38
17763,28
17764,80
17765,34
17766,52
17767,166
17768,31
17769,62
17770,142
17771,28
17772,150
17773,107
17774,122
17775,33
17776,65
17777,28
17778,47
17779,150
17780,162
17781,78
17782,155
17783,166
17784,31
17785,75
17786,153
17787,29
17788,45
17789,137
17790,145
17791,129
17792,168
17793,74
17794,38
17795,32
17796,42
17797,158
17798,156
17799,156
17800,149
17801,172
17802,68
17803,50
17804,118
17805,48
17806,34
17807,30
17808,38
17809,109
17810,161
17811,148
17812,135
17813,54
17814,136
17815,32
17816,39
17817,96
17818,157
17819,156
17820,141
17821,31
17822,46
17823,134
17824,163
17825,43
17826,151
17827,157
17828,114
17829,56
17830,42
17831,54
17832,68
17833,65
17834,117
17835,50
17836,53
17837,40
17838,32
17839,147
17840,156
17841,42
17842,34
17843,76
17844,104
17845,33
17846,103
17847,48
17848,148
17849,141
17850,141
17851,150
17852,156
17853,148
17854,51
17855,165
17856,132
17857,51
17858,101
17859,33
17860,159
17861,131
17862,147
17863,50
17864,59
17865,35
17866,82
17867,53
17868,32
17869,34
17870,48
17871,131
17872,43
17873,164
17874,144
17875,31
17876,31
17877,123
17878,160
17879,52
17880,52
17881,52
17882,160
17883,68
17884,153
17885,159
17886,158
17887,28
17888,144
17889,155
17890,51
17891,33
17892,37
17893,150
17894,98
17895,160
17896,36
17897,45
17898,78
17899,142
17900,46
17901,46
17902,105
17903,68
17904,120
17905,157
17906,142
17907,28
17908,32
17909,159
17910,32
17911,74
17912,31
17913,30
17914,165
17915,167
17916,30
17917,74
17918,45
17919,121
17920,159
17921,42
17922,32
17923,27
17924,33
17925,31
17926,166
17927,30
17928,156
17929,36
17930,40
17931,82
17932,117
17933,47
17934,26
17935,155
17936,145
17937,156
17938,38
17939,153
17940,117
17941,92
17942,29
17943,161
17944,34
17945,30
17946,33
17947,40
17948,164
17949,162
17950,148
17951,35
17952,35
17953,31
17954,118
17955,124
17956,38
17957,72
17958,63
17959,50
17960,33
17961,33
17962,149
17963,152
17964,155
17965,104
17966,28
17967,110
17968,139
17969,30
17970,115
17971,160
17972,96
17973,49
17974,69
17975,168
17976,165
17977,30
17978,160
17979,49
17980,161
17981,33
17982,149
17983,49
17984,154
17985,52
17986,149
17987,29
17988,67
17989,86
17990,149
17991,126
17992,167
17993,140
17994,152
17995,29
17996,44
17997,32
17998,30
17999,148
18000,124
18001,167
18002,75
18003,75
18004,161
18005,152
18006,163
18007,159
18008,169
18009,138
18010,146
18011,82
18012,92
18013,35
18014,54
18015,28
18016,116
18017,152
18018,32
18019,49
18020,54
18021,112
18022,133
18023,40
18024,52
18025,32
18026,52
18027,156
18028,114
18029,36
18030,93
18031,150
18032,111
18033,32
18034,148
18035,118
18036,61
18037,64
18038,131
18039,151
18040,52
18041,32
18042,150
18043,87
18044,157
18045,95
18046,48
18047,161
18048,154
18049,155
18050,124
18051,136
18052,156
18053,124
18054,124
18055,43
18056,105
18057,123
18058,112
18059,33
18060,146
18061,32
18062,118
18063,153
18064,157
18065,37
18066,121
18067,130
18068,122
18069,125
18070,120
18071,35
18072,39
18073,33
18074,39
18075,132
18076,124
18077,116
18078,44
18079,153
18080,48
18081,164
18082,29
18083,155
18084,35
18085,139
18086,144
18087,140
18088,148
18089,127
18090,140
18091,36
18092,128
18093,95
18094,72
18095,122
18096,44
18097,146
18098,121
18099,81
18100,143
18101,156
18102,151
18103,95
18104,44
18105,44
18106,140
18107,46
18108,135
18109,88
18110,120
18111,32
18112,139
18113,41
18114,118
18115,128
18116,153
18117,136
18118,156
18119,156
18120,144
18121,103
18122,39
18123,138
18124,50
18125,28
18126,160
18127,152
18128,155
18129,119
18130,66
18131,30
18132,38
18133,53
18134,146
18135,132
18136,146
18137,156
18138,114
18139,117
18140,124
18141,150
18142,32
18143,31
18144,50
18145,121
18146,150
18147,150
18148,30
18149,96
18150,145
18151,100
18152,84
18153,116
18154,51
18155,143
18156,143
18157,93
18158,61
18159,135
18160,149
18161,75
18162,145
18163,147
18164,47
18165,141
18166,156
18167,124
18168,153
18169,107
18170,63
18171,34
18172,157
18173,139
18174,32
18175,29
18176,120
18177,135
18178,55
18179,28
18180,57
18181,122
18182,130
18183,111
18184,82
18185,126
18186,107
18187,127
18188,33
18189,33
18190,141
18191,130
18192,103
18193,127
18194,59
18195,121
18196,108
18197,156
18198,117
18199,35
18200,104
18201,29
18202,28
18203,168
18204,29
18205,77
18206,130
18207,130
18208,30
18209,48
18210,134
18211,31
18212,155
18213,27
18214,32
18215,32
18216,32
18217,34
18218,147
18219,37
18220,31
18221,117
18222,61
18223,149
18224,41
18225,135
18226,40
18227,121
18228,147
18229,34
18230,141
18231,68
18232,150
18233,123
18234,44
18235,142
18236,44
18237,149
18238,31
18239,125
18240,30
18241,144
18242,153
18243,146
18244,145
18245,35
18246,115
18247,36
18248,36
18249,66
18250,118
18251,132
18252,41
18253,89
18254,158
18255,40
18256,40
18257,26
18258,26
18259,57
18260,123
18261,129
18262,43
18263,37
18264,146
18265,26
18266,131
18267,135
18268,148
18269,39
18270,28
18271,142
18272,123
18273,57
18274,149
18275,130
18276,134
18277,148
18278,30
18279,30
18280,137
18281,41
18282,141
18283,33
18284,29
18285,153
18286,72
18287,114
18288,76
18289,80
18290,86
18291,46
18292,142
18293,134
18294,147
18295,119
18296,133
18297,110
18298,141
18299,144
18300,51
18301,122
18302,162
18303,130
18304,144
18305,140
18306,145
18307,30
18308,68
18309,68
18310,78
18311,66
18312,55
18313,133
18314,36
18315,139
18316,133
18317,36
18318,31
18319,51
18320,46
18321,28
18322,135
18323,34
18324,52
18325,119
18326,135
18327,126
18328,131
18329,32
18330,35
18331,76
18332,138
18333,142
18334,133
18335,132
18336,143
18337,41
18338,32
18339,47
18340,53
18341,138
18342,112
18343,86
18344,134
18345,135
18346,127
18347,138
18348,131
18349,142
18350,142
18351,123
18352,66
18353,138
18354,140
18355,143
18356,138
18357,26
18358,137
18359,111
18360,111
18361,30
18362,96
18363,146
18364,49
18365,126
