,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL
11775,M. Al Nakhli,22,64,$9K,72,$644K,1789
11776,M. Kupczak,25,64,$2K,67,$532K,1648
11777,N. Seufert,20,64,$3K,77,$952K,1644
11778,Hong Jung Nam,29,64,$3K,64,$336K,1046
11779,S. Ibeagha,25,64,$3K,69,$560K,1393
11780,A. Ponroy,31,64,$2K,64,$336K,1402
11781,A. Ponroy,31,64,$2K,64,$336K,1402
11782,G. Bolger,28,64,$1K,64,$420K,1747
11783,B. Montelongo,29,64,$4K,64,$504K,1790
11784,A. Madu,23,64,$9K,71,$616K,1349
11785,S. Al Jaman,23,64,$10K,70,$700K,1577
11786,A. Nübel,20,64,$6K,78,$924K,1092
11787,Edu Frias,18,64,$3K,78,$840K,896
11788,M. Rossi,29,64,$2K,64,$392K,1401
11789,Manel Royo,23,64,$7K,70,$588K,1599
11790,M. Lucero,27,64,$5K,64,$532K,1574
11791,J. Al-Hazaimeh,25,64,$1K,67,$532K,1575
11792,V. Berisha,21,64,$2K,73,$784K,1492
11793,M. Schubert,19,64,$2K,80,$896K,1019
11794,Dani Morer,19,64,$1K,78,$980K,1709
11795,T. Campbell,17,64,$12K,84,$1M,1669
11796,T. Erat,25,64,$2K,65,$588K,1777
11797,J. van der Heyden,21,64,$3K,70,$588K,1718
11798,M. Amundsen,24,64,$2K,70,$588K,1650
11799,O. Aydın,23,64,$1K,69,$672K,1622
11800,A. Çeviker,27,64,$5K,65,$476K,1660
11801,Han Hee Hoon,26,64,$2K,65,$504K,1365
11802,H. Starostzik,26,64,$1K,66,$504K,1361
11803,E. Zhegrova,18,64,$3K,78,$1M,1464
11804,J. Villalpando,32,64,$2K,64,$291K,1232
11805,F. Tingager,24,64,$6K,68,$560K,1375
11806,T. Yonemoto,26,64,$4K,64,$532K,1756
11807,M. Wachs,21,64,$4K,72,$644K,1695
11808,K. Dennis,27,64,$6K,64,$532K,1660
11809,D. Ulm,33,64,$3K,64,$302K,1599
11810,C. Starfelt,22,64,$2K,69,$560K,1392
11811,F. Altamirano,21,64,$3K,76,$728K,1111
11812,Jung Da Hwon,29,64,$2K,64,$392K,1732
11813,M. Jankowski,27,64,$3K,64,$532K,1734
11814,T. Lee,31,64,$5K,64,$448K,1647
11815,G. Scamacca,18,64,$10K,74,$756K,1497
11816,O. Rincón,31,64,$3K,64,$336K,1685
11817,C. McDonald,31,64,$3K,64,$448K,1481
11818,P. Dimitriadis,31,64,$3K,64,$420K,1792
11819,N. Safronidi,33,64,$8K,64,$190K,1798
11820,H. Wright,19,64,$7K,79,$1.1M,1463
11821,G. Pinaud,29,64,$2K,64,$392K,1568
11822,J. Tamm,25,64,$1K,68,$560K,1587
11823,D. Schmidt,25,64,$3K,65,$476K,1693
11824,M. Fraser,23,64,$2K,70,$588K,1491
11825,T. Adarabioyo,19,64,$14K,80,$980K,1404
11826,I. Kovačec,29,64,$3K,64,$504K,1720
11827,H. Al Juhayyim,29,64,$11K,64,$504K,1681
11828,C. Johnson,20,64,$3K,72,$644K,1680
11829,L. Montoya,22,64,$5K,73,$672K,1767
11830,C. D'Urso,19,64,$9K,76,$868K,1613
11831,J. Proctor,25,64,$4K,65,$616K,1612
11832,J. Proctor,25,64,$4K,65,$616K,1612
11833,A. Butler,33,64,$3K,64,$202K,1455
11834,J. Wright,22,64,$3K,70,$588K,1398
11835,S. Gregersen,22,64,$2K,71,$616K,1494
11836,O. Shenton,19,64,$10K,80,$1.1M,1690
11837,C. Bell,30,64,$2K,64,$325K,1117
11838,H. Mahou,17,64,$6K,77,$868K,1569
11839,J. Jeffrey,27,64,$3K,64,$420K,1751
11840,E. Esqueda,29,64,$3K,64,$504K,1716
11841,W. Pawłowski,24,64,$1K,68,$476K,933
11842,E. Soligo,38,64,$1K,64,$157K,1796
11843,M. Ambichl,26,64,$6K,65,$588K,1676
11844,G. Sawyer,31,64,$4K,64,$336K,1624
11845,Héctor,21,64,$12K,74,$840K,1543
11846,J. Mitchell,22,64,$10K,74,$616K,1254
11847,A. Kofler,30,64,$4K,64,$325K,1049
11848,G. McCabe,28,64,$1K,64,$504K,1784
11849,M. Doyle,35,64,$4K,64,$123K,1726
11850,C. Shaughnessy,21,64,$8K,75,$756K,1604
11851,V. Janelt,19,64,$9K,78,$1.1M,1692
11852,Lucas Sotero,26,64,$1K,65,$588K,1575
11853,J. Martin,28,64,$4K,64,$392K,1755
11854,M. Bruscagin,27,64,$2K,64,$420K,1404
11855,R. Jaadi,22,64,$4K,69,$672K,1658
11856,A. Mandrea,20,64,$4K,70,$504K,1054
11857,M. Boben,23,64,$8K,73,$672K,1361
11858,C. Maguire,28,64,$4K,64,$532K,1806
11859,C. Fassnacht,23,64,$6K,70,$700K,1493
11860,A. Williams,30,64,$4K,64,$476K,1539
11861,D. Starkl,23,64,$3K,68,$672K,1661
11862,M. Samuelsen,20,64,$19K,75,$868K,1521
11863,A. Sabbione,25,64,$2K,67,$616K,1687
11864,R. Kakeeto,22,64,$4K,73,$672K,1589
11865,K. Sanson,20,64,$6K,77,$980K,1770
11866,S. Sakala,20,64,$7K,72,$756K,1654
11867,M. Söderqvist,24,64,$2K,69,$700K,1654
11868,A. Al Khaibari,27,64,$5K,64,$420K,1542
11869,K. Jackson,23,64,$4K,67,$644K,1537
11870,I. Ignatiev,18,64,$8K,78,$1.1M,1519
11871,B. Hüttenbrenner,31,64,$4K,64,$336K,1577
11872,B. David,21,64,$7K,72,$756K,1635
11873,T. Sandoval,18,64,$3K,80,$1.1M,1441
11874,P. McCourt,33,64,$1K,64,$302K,1681
11875,C. Jopia,25,64,$2K,66,$504K,1709
11876,J. Huentelaf,28,64,$2K,64,$504K,1553
11877,A. Montero,22,64,$1K,74,$616K,1127
11878,Francisco Júnior,25,64,$2K,67,$616K,1791
11879,Q. Beunardeau,23,64,$3K,68,$476K,1143
11880,T. Nydam,17,64,$4K,79,$980K,1742
11881,M. Koné,23,64,$6K,69,$560K,1427
11882,L. Pineda,24,64,$9K,69,$476K,1058
11883,L. Pineda,24,64,$9K,69,$476K,1058
11884,D. Stanese,23,64,$1K,69,$560K,1581
11885,C. Burgess,21,64,$3K,73,$672K,1363
11886,Sito,20,64,$7K,70,$700K,1595
11887,M. Munetsi,21,64,$1K,71,$616K,1510
11888,M. Sema,28,64,$2K,64,$504K,1671
11889,D. Potter,32,64,$4K,64,$291K,1718
11890,M. Bennett,20,64,$14K,75,$868K,1717
11891,T. Ebner,25,64,$3K,67,$532K,1627
11892,A. Čulina,25,64,$3K,65,$588K,1579
11893,L. Casanova,25,64,$1K,68,$560K,1444
11894,M. Koj,23,64,$2K,69,$560K,1564
11895,L. Suárez,22,64,$4K,73,$672K,1516
11896,I. Jónsson,27,64,$1K,66,$420K,1088
11897,D. Mirfin,32,64,$6K,64,$291K,1259
11898,P. Yrizar,19,64,$3K,69,$672K,1505
11899,N. Barrios,19,64,$4K,80,$1.1M,1621
11900,K. Müller,26,64,$1K,67,$448K,1065
11901,E. Oelschlägel,21,64,$1K,73,$588K,1003
11902,J. Brunetta,20,64,$4K,77,$980K,1733
11903,R. Shindo,21,64,$1K,70,$588K,1384
11904,J. Wawrzyniak,33,64,$3K,64,$190K,1661
11905,A. Jones,22,64,$4K,70,$700K,1563
11906,F. Brandero,25,64,$1K,64,$448K,1687
11907,Y. Ito,23,64,$3K,69,$560K,1548
11908,A. Henley,23,64,$2K,67,$532K,1630
11909,G. Williams,21,64,$10K,74,$812K,1537
11910,B. Davies,36,64,$3K,64,$56K,1888
11911,K. Otani,28,64,$2K,65,$420K,1025
11912,D. Nikolic,20,64,$6K,78,$924K,915
11913,A. Sheehan,30,64,$6K,64,$364K,1782
11914,A. Barcham,30,64,$3K,64,$476K,1635
11915,T. Bergmann,20,64,$1K,75,$756K,1744
11916,Ha Dae Sung,32,64,$3K,64,$392K,1793
11917,L. Labylle,26,64,$4K,65,$476K,1818
11918,L. Manzaños,29,64,$2K,64,$392K,1594
11919,D. Fox,23,64,$1K,71,$616K,1441
11920,Jorge Fellipe,28,64,$4K,64,$420K,1353
11921,G. Niangadou,19,64,$3K,76,$868K,1591
11922,B. Szeliga,24,64,$2K,68,$672K,1772
11923,P. Nymann,34,64,$4K,64,$146K,1732
11924,V. Dávila,19,64,$3K,71,$700K,1668
11925,R. Edwards,21,64,$3K,72,$756K,1780
11926,Moreto Cassamá,19,64,$2K,79,$1.1M,1780
11927,D. Davari,29,64,$2K,64,$336K,952
11928,S. Kelly,23,64,$2K,71,$588K,1601
11929,T. Steinherr,24,64,$1K,67,$644K,1570
11930,J. Ngoy,19,64,$12K,79,$1.1M,1536
11931,V. Pálsson,26,64,$5K,65,$588K,1810
11932,I. Sissoko,19,64,$1K,81,$980K,1587
11933,Dalmau,23,64,$9K,69,$700K,1422
11934,Dalmau,23,64,$9K,69,$700K,1422
11935,I. Karsanidis,24,64,$1K,69,$672K,1748
11936,M. Sandberg,26,64,$1K,68,$448K,1042
11937,F. Anselmo,23,64,$4K,71,$728K,1433
11938,B. Kirsch,21,64,$3K,74,$812K,1639
11939,Muñoz,20,64,$6K,78,$1.1M,1570
11940,P. Vranjicán,31,64,$1K,64,$448K,1464
11941,Evson Patrício,26,64,$7K,64,$448K,1453
11942,L. Santelices,31,64,$1K,64,$302K,1317
11943,P. Gori,37,64,$1K,64,$34K,1109
11944,A. Tahar,27,64,$3K,64,$420K,1822
11945,Lee Eu Ddeum,27,64,$2K,64,$420K,1728
11946,S. Barry,27,64,$3K,66,$504K,1725
11947,J. Guillermo,27,64,$1K,64,$420K,1671
11948,C. Stanko,23,64,$6K,69,$560K,1630
11949,A. Brunst,21,64,$1K,73,$588K,1023
11950,A. Diawusie,19,64,$9K,77,$952K,1543
11951,C. Dean,24,64,$2K,68,$560K,1323
11952,A. Buksa,20,64,$3K,72,$756K,1569
11953,L. Barnett,31,64,$3K,64,$336K,1437
11954,J. Ness,26,64,$4K,65,$588K,1682
11955,Otegui,19,64,$2K,78,$1.1M,1737
11956,N. Antonitsch,25,64,$1K,69,$560K,1397
11957,L. Zidane,19,64,$11K,73,$560K,959
11958,G. Wylde,26,64,$4K,64,$532K,1770
11959,P. Malicsek,20,64,$5K,73,$672K,1686
11960,M. van Bergen,17,64,$3K,80,$1M,1538
11961,R. McDonald,25,64,$5K,69,$560K,1467
11962,D. Collins,36,64,$3K,64,$67K,1459
11963,J. White,30,64,$3K,64,$364K,1589
11964,K. Al Kaabi,25,64,$10K,65,$588K,1534
11965,Imanol García,21,64,$7K,71,$700K,1770
11966,M. Al Khaibari,25,64,$10K,66,$504K,1760
11967,M. Rasner,22,64,$5K,73,$756K,1730
11968,M. López,20,64,$1K,75,$868K,1598
11969,M. Facchinetti,26,64,$5K,65,$476K,1576
11970,J. Willis,22,64,$4K,73,$672K,1524
11971,A. Winkler,25,64,$1K,66,$504K,1376
11972,O. Özenç,24,64,$4K,69,$476K,1053
11973,S. Kamata,28,64,$2K,64,$392K,1705
11974,G. Nilsson,20,64,$6K,76,$924K,1505
11975,D. Kutesa,19,64,$6K,81,$1.1M,1557
11976,M. Zappino,36,64,$1K,64,$67K,1094
11977,R. Taylor,29,64,$4K,64,$504K,1658
11978,K. Gorré,22,64,$16K,72,$756K,1614
11979,D. Slamar,22,64,$1K,71,$616K,1346
11980,K. Matsubara,20,64,$1K,71,$616K,1645
11981,M. Oparin,24,64,$4K,69,$476K,875
11982,A. Gravillon,19,64,$1K,77,$840K,1380
11983,R. O'Donnell,28,64,$2K,64,$364K,1145
11984,B. Konaté,21,64,$2K,71,$700K,1678
11985,B. Konaté,21,64,$2K,71,$700K,1678
11986,A. Keita,19,64,$4K,75,$840K,1686
11987,P. Arce,25,64,$15K,67,$644K,1662
11988,Prendes,20,64,$2K,74,$728K,1418
11989,Noblejas,24,64,$3K,69,$560K,1629
11990,Q. Westberg,31,64,$2K,64,$302K,1034
11991,S. Daham,21,64,$3K,75,$868K,1678
11992,Kilian Grant,23,64,$3K,71,$728K,1648
11993,S. Campo,21,64,$9K,75,$868K,1640
11994,O. Ba,21,64,$2K,73,$672K,1447
11995,Alex,26,64,$4K,64,$560K,1691
11996,P. Gregor,23,64,$3K,71,$616K,1551
11997,O. Çelik,25,64,$5K,65,$504K,1653
11998,C. Ramírez,29,64,$1K,64,$392K,1696
11999,A. Peralta,28,64,$4K,64,$504K,1680
12000,E. Upson,27,64,$4K,65,$476K,1835
12001,D. van Crooij,26,64,$3K,66,$420K,882
12002,Pablo Larrea,23,64,$3K,71,$700K,1629
12003,S. Murray,23,64,$5K,70,$672K,1759
12004,J. Tjørnelund,25,64,$4K,67,$532K,1597
12005,F. Colela,22,64,$4K,73,$756K,1784
12006,R. Takeuchi,26,64,$2K,64,$532K,1779
12007,I. Abdullahi,20,64,$6K,71,$700K,1724
12008,A. Ndom,21,64,$2K,73,$672K,1676
12009,E. Kılınç,22,64,$4K,73,$784K,1532
12010,W. Brown,28,64,$2K,64,$504K,1753
12011,A. Wiss,26,64,$5K,66,$504K,1770
12012,H. Essifi,30,64,$8K,64,$476K,1466
12013,A. Calabresi,21,64,$12K,73,$672K,1475
12014,Y. Misao,26,64,$4K,67,$532K,1727
12015,S. Kaneko,22,64,$2K,68,$672K,1765
12016,R. Rivas,18,64,$9K,79,$1M,1564
12017,L. Ferroni,21,64,$4K,72,$644K,1538
12018,M. Barrow,18,64,$5K,81,$1.1M,1499
12019,L. Hallenius,28,64,$2K,64,$532K,1603
12020,P. Digby,22,64,$5K,67,$532K,1671
12021,Ryu Seung Woo,23,64,$2K,70,$700K,1580
12022,A. Koryan,22,64,$11K,72,$756K,1624
12023,B. Parlak,27,64,$4K,65,$476K,1588
12024,K. Osborne,29,64,$4K,64,$392K,1507
12025,T. Hilliard-Arce,21,64,$2K,72,$644K,1379
12026,P. Clarke,35,64,$1K,64,$123K,1411
12027,M. Königs,27,64,$1K,64,$532K,1507
12028,D. Smylie,31,64,$1K,64,$448K,1809
12029,M. Coulibaly,18,64,$5K,80,$1M,1716
12030,P. Diouf,28,64,$2K,64,$532K,1603
12031,F. Ruberto,24,64,$3K,70,$504K,1024
12032,S. Domínguez,29,64,$1K,64,$476K,1724
12033,Y. Amankwah,28,64,$4K,64,$420K,1297
12034,J. Nilsen,26,64,$2K,65,$588K,1822
12035,J. Bree,19,64,$5K,79,$980K,1606
12036,J. Bree,19,64,$5K,79,$980K,1606
12037,O. Sissoko,29,64,$2K,64,$336K,1004
12038,L. O'Neill,25,64,$3K,67,$532K,1690
12039,M. Ellis,28,64,$4K,65,$448K,1406
12040,P. Jones,31,64,$8K,64,$302K,1043
12041,C. Andrew,30,64,$3K,64,$476K,1704
12042,J. Meades,25,64,$3K,65,$476K,1665
12043,T. Roberts,18,64,$7K,82,$1.1M,1612
12044,S. Juklerød,23,64,$2K,70,$700K,1702
12045,J. Varela,20,64,$4K,74,$728K,1397
12046,M. Palionis,30,64,$4K,64,$364K,1355
12047,J. Dacres-Cogley,21,64,$6K,73,$672K,1697
12048,Cho Dong Gun,31,64,$2K,64,$448K,1614
12049,M. Bossaerts,20,64,$4K,72,$644K,1484
12050,A. Al Fahad,23,64,$8K,67,$532K,1631
12051,A. Revell,33,64,$5K,64,$314K,1547
12052,A. Barbaro,25,64,$8K,67,$644K,1694
12053,N. Losada,24,64,$1K,70,$504K,1061
12054,K. Reid,29,64,$6K,64,$504K,1639
12055,M. Velásquez,29,64,$2K,64,$392K,1405
12056,Ahn Yong Woo,25,64,$2K,65,$588K,1659
12057,J. Salze,30,64,$2K,64,$364K,1373
12058,Y. Urbina,34,64,$13K,64,$202K,1119
12059,S. Lundholm,23,64,$1K,69,$672K,1651
12060,P. Heredia,27,64,$3K,68,$448K,1077
12061,L. Stevenson,29,64,$3K,64,$392K,1692
12062,D. Leadbitter,26,64,$4K,64,$420K,1584
12063,E. Hansson,18,64,$3K,78,$1M,1526
12064,H. Shimoda,25,64,$3K,65,$588K,1722
12065,I. Groothuizen,20,64,$2K,72,$560K,962
12066,F. Hansch,21,64,$1K,69,$672K,1560
12067,M. Ingram,23,64,$6K,72,$560K,994
12068,B. Stuver,26,64,$2K,68,$448K,1052
12069,A. Gasilin,21,64,$6K,74,$840K,1565
12070,D. Dankerlui,20,64,$3K,72,$644K,1643
12071,C. Main,25,64,$3K,68,$672K,1564
12072,J. Acquistapace,28,64,$1K,64,$420K,1455
12073,J. Grimmer,23,64,$4K,70,$588K,1678
12074,F. Møller,23,64,$4K,69,$560K,1721
12075,Y. Aygün,21,64,$3K,69,$504K,972
12076,U. Hassan Sale,21,64,$2K,76,$896K,1680
12077,S. Karlsson,28,64,$1K,64,$392K,1696
12078,S. Balić,27,64,$3K,64,$420K,1564
12079,Leonardo,24,64,$2K,70,$504K,1058
12080,B. Close,20,64,$3K,76,$896K,1660
12081,S. Obu,24,64,$2K,67,$532K,1402
12082,Maximiniano,22,64,$2K,72,$644K,1642
12083,Y. Coulibaly,22,64,$2K,72,$644K,1629
12084,J. Bolton,22,64,$2K,69,$560K,1561
12085,Víctor Mena,22,64,$3K,72,$644K,1502
12086,K. Sylwestrzak,28,64,$2K,64,$392K,1623
12087,K. Sylwestrzak,28,64,$2K,64,$392K,1623
12088,D. Eckert,20,64,$6K,76,$924K,1460
12089,Jung In Whan,30,64,$3K,64,$364K,1505
12090,W. Semedo,23,64,$4K,69,$672K,1669
12091,Hwang Soon Min,26,64,$2K,64,$532K,1748
12092,B. Magaña,23,64,$4K,71,$532K,1110
12093,F. Dimarco,19,64,$3K,78,$980K,1642
12094,A. Juel Andersen,26,64,$4K,65,$504K,1717
12095,M. Duke,26,64,$2K,64,$532K,1700
12096,Moi Delgado,23,64,$3K,71,$588K,1619
12097,Y. Kimoto,23,64,$2K,69,$560K,1555
12098,A. Mac Allister,18,64,$2K,82,$1M,1585
12099,B. Dudzic,28,64,$2K,64,$504K,1674
12100,M. Dembélé,28,64,$3K,64,$532K,1585
12101,H. Hansson,24,64,$4K,68,$672K,1745
12102,M. Appiah,29,64,$1K,64,$392K,1571
12103,J. Roberts,23,64,$3K,69,$672K,1730
12104,C. Mancilla,24,64,$1K,70,$588K,1550
12105,F. Portillo,29,64,$2K,64,$476K,1597
12106,E. Ávila,30,64,$1K,64,$364K,1318
12107,G. Thomas,20,64,$14K,77,$980K,1674
12108,R. Williams,22,64,$3K,71,$728K,1574
12109,M. Antonucci,18,64,$11K,80,$1M,1508
12110,J. O'Toole,28,64,$3K,64,$504K,1751
12111,B. Pintol,27,64,$1K,64,$532K,1715
12112,K. Kato,28,64,$2K,64,$420K,1672
12113,S. Kobayashi,26,64,$2K,64,$532K,1667
12114,O. Filip,19,64,$4K,79,$1.1M,1502
12115,S. Moutoussamy,20,64,$6K,74,$812K,1681
12116,J. Thiesson,29,64,$3K,64,$392K,1713
12117,O. Banks,24,64,$2K,67,$644K,1782
12118,P. Dixon,30,64,$4K,64,$364K,1775
12119,J. Riquett,27,64,$1K,66,$504K,1330
12120,J. Oremo,30,64,$2K,64,$476K,1636
12121,L. Rath,25,64,$7K,66,$504K,1650
12122,S. Bain,25,64,$2K,68,$476K,1047
12123,N. Ghandri,22,64,$4K,70,$588K,1530
12124,N. Besler,24,64,$2K,69,$560K,1634
12125,D. Buchanan,31,64,$3K,64,$336K,1683
12126,F. Downes,18,64,$4K,80,$1M,1761
12127,J. Kaprof,22,64,$6K,72,$756K,1599
12128,F. Rogic,24,64,$2K,68,$644K,1787
12129,S. Sama,24,64,$3K,69,$560K,1357
12130,B. Peacock-Farrell,20,64,$6K,75,$672K,1141
12131,J. Fitzwater,19,64,$9K,74,$700K,1511
12132,D. Kılıç,21,64,$5K,75,$868K,1724
12133,D. Yearwood,17,64,$2K,80,$980K,1725
12134,C. Patterson-Sewell,30,64,$2K,64,$325K,1095
12135,Tomeu Nadal,28,64,$2K,65,$420K,967
12136,A. Santamaría,25,64,$3K,67,$532K,1803
12137,D. Szoboszlai,16,64,$3K,84,$1M,1692
12138,D. Szoboszlai,16,64,$3K,84,$1M,1692
12139,O. Lancashire,28,64,$5K,64,$420K,1395
12140,J. Grønner,23,64,$2K,71,$616K,1559
12141,Choi Jin Ho,27,64,$3K,64,$532K,1729
12142,S. Ohawuchi,27,64,$6K,64,$532K,1644
12143,T. Kemp,26,64,$3K,64,$420K,1754
12144,H. Artarslan,23,64,$7K,67,$532K,1633
12145,N. Rutjes,33,64,$3K,64,$190K,1705
12146,M. Fernández,21,64,$2K,72,$756K,1707
12147,N. Hengelman,27,64,$3K,66,$420K,973
12148,A. Rozzi,23,64,$13K,69,$672K,1657
12149,F. Fendrich,29,64,$1K,64,$392K,1638
12150,M. McGlinchey,30,64,$2K,64,$476K,1868
12151,Z. Ljubijankič,33,64,$5K,64,$314K,1731
12152,D. Bowles,25,64,$2K,66,$504K,1606
12153,F. Soyalp,22,64,$5K,70,$672K,1715
12154,A. O'Neill,18,64,$9K,75,$784K,1694
12155,A. Al Qahtani,24,64,$6K,67,$644K,1571
12156,J. Lopy,25,64,$2K,65,$588K,1732
12157,S. Vecchia,22,64,$1K,72,$756K,1547
12158,J. Forte,30,64,$7K,64,$476K,1625
12159,Álvaro Arencibia,23,64,$5K,72,$644K,1636
12160,F. Cuvelier,24,64,$3K,65,$588K,1804
12161,M. Lorenzen,22,64,$4K,71,$700K,1623
12162,R. Becker,20,64,$5K,75,$756K,1589
12163,A. Al Suwat,22,64,$6K,69,$672K,1626
12164,M. Akın,30,64,$5K,64,$476K,1787
12165,Song Bum Keun,19,64,$1K,77,$756K,938
12166,F. Zoko,33,64,$4K,64,$314K,1729
12167,C. McCormack,27,64,$1K,65,$476K,1750
12168,S. Szmodics,21,64,$4K,71,$728K,1734
12169,M. Vázquez,24,64,$1K,68,$672K,1542
12170,A. MacDonald,27,64,$7K,64,$532K,1862
12171,Jeong Jun Yeon,28,64,$2K,64,$420K,1637
12172,T. Eastman,25,64,$5K,66,$504K,1466
12173,O. Abdulaziz,33,64,$7K,64,$202K,1657
12174,A. Kawaya,20,64,$4K,72,$756K,1715
12175,M. Oesterhelweg,26,64,$1K,64,$532K,1695
12176,J. Candía,21,64,$0,74,$0,1331
12177,J. Simpson,28,64,$3K,64,$532K,1607
12178,J. Szabó,27,64,$0,64,$0,1514
12179,Y. Sari,18,64,$6K,74,$756K,1571
12180,A. Kellett,23,64,$4K,67,$644K,1693
12181,B. Baningime,18,64,$12K,82,$952K,1638
12182,S. Sandberg,23,64,$2K,70,$588K,1602
12183,R. Córdoba,27,64,$1K,66,$504K,1366
12184,G. Di Renzo,21,64,$4K,73,$784K,1575
12185,M. Done,28,64,$3K,64,$504K,1751
12186,E. Latte Lath,18,64,$5K,81,$1M,1582
12187,J. Collins,22,64,$1K,69,$560K,1609
12188,T. Abe,29,64,$2K,64,$504K,1755
12189,T. Abe,29,64,$2K,64,$504K,1755
12190,C. Logan,31,64,$5K,64,$302K,1128
12191,J. Leko,18,64,$12K,82,$1M,1589
12192,M. Sepúlveda,18,64,$1K,77,$896K,1666
12193,L. Ćirković,24,64,$3K,67,$532K,1433
12194,Fan Xiaodong,30,64,$0,64,$0,1670
12195,Jang Dae Hee,23,64,$2K,72,$560K,1048
12196,V. Sierro,21,64,$6K,73,$784K,1601
12197,S. Cummings,28,64,$4K,64,$392K,1684
12198,L. Zima,23,64,$6K,71,$532K,1083
12199,T. Aldred,26,64,$4K,67,$532K,1314
12200,S. Rafn,25,64,$2K,65,$476K,1742
12201,Yu Jun Soo,29,64,$2K,64,$392K,1744
12202,N. De Medina,19,64,$2K,75,$728K,1602
12203,F. Carvalho,23,64,$2K,70,$588K,1506
12204,C. Ramírez,22,64,$5K,73,$784K,1688
12205,A. Jakubech,20,64,$6K,75,$672K,951
12206,J. Basulto,25,64,$13K,67,$532K,1579
12207,F. Coniglio,25,64,$5K,67,$644K,1456
12208,M. Fortuné,35,64,$3K,64,$235K,1627
12209,G. Figliomeni,30,64,$2K,64,$364K,1339
12210,D. Alcibiade,25,64,$6K,65,$476K,1543
12211,L. Prosser,29,64,$5K,64,$392K,1355
12212,L. Márquez,28,64,$4K,64,$392K,1493
12213,G. Carrasco,20,64,$4K,73,$672K,1538
12214,N. Malić,29,64,$7K,64,$392K,1320
12215,R. Touzet,19,64,$4K,74,$700K,1455
12216,A. Al Nazera,24,64,$10K,68,$672K,1662
12217,B. Boutobba,18,64,$1K,73,$728K,1502
12218,A. Touba,19,64,$3K,75,$728K,1728
12219,L. Sierra,29,64,$1K,64,$392K,1520
12220,Nelson Freitosa,33,64,$4K,64,$258K,1034
12221,T. Mokoena,20,64,$0,71,$0,1582
12222,D. Lopar,32,64,$4K,64,$291K,1042
12223,S. Al Yami,23,64,$9K,71,$616K,1358
12224,B. Gartland,30,64,$1K,64,$364K,1265
12225,B. Vides,24,64,$5K,69,$700K,1664
12226,T. Tekie,20,64,$5K,71,$700K,1631
12227,H. Lopes,26,64,$1K,66,$504K,1273
12228,N. Domínguez,19,64,$3K,76,$868K,1693
12229,U. Çakır,21,64,$5K,71,$532K,1158
12230,H. Bwana,18,64,$2K,79,$1M,1564
12231,F. Al Yamani,27,64,$7K,64,$420K,1707
12232,E. Martinez,26,64,$3K,64,$532K,1736
12233,M. McNulty,36,64,$1K,64,$67K,1033
12234,Song Ju Hun,23,64,$2K,71,$616K,1362
12235,C. Gebauer,23,64,$5K,67,$644K,1559
12236,C. Camps,21,64,$2K,74,$812K,1783
12237,L. Erwin,23,64,$3K,70,$700K,1546
12238,O. Khan,20,64,$3K,73,$784K,1579
12239,A. Langlitz,26,64,$1K,65,$476K,1487
12240,A. Langlitz,26,64,$1K,65,$476K,1487
12241,L. Crosta,19,64,$4K,77,$756K,922
12242,Rulo,21,64,$2K,71,$616K,1626
12243,B. Kwiecień,23,63,$2K,71,$532K,1602
12244,P. Ghiglione,20,63,$4K,77,$812K,1644
12245,A. Arslan,23,63,$1K,70,$560K,1705
12246,K. Seki,31,63,$1K,63,$246K,914
12247,P. Tietz,19,63,$1K,71,$588K,1461
12248,S. Poulsen,32,63,$3K,63,$224K,1766
12249,G. Mutombo,21,63,$3K,73,$588K,1346
12250,T. Doyle,25,63,$1K,65,$420K,1669
12251,M. Heyer,22,63,$1K,69,$476K,1551
12252,N. Zanellato,19,63,$9K,74,$672K,1676
12253,Y. Opazo,32,63,$1K,63,$224K,1732
12254,Álex Domínguez,18,63,$2K,77,$700K,1106
12255,M. Korzym,29,63,$1K,63,$420K,1744
12256,S. Kashket,21,63,$3K,75,$728K,1562
12257,M. Fujita,31,63,$1K,63,$269K,1687
12258,Yun Yong Ho,21,63,$2K,71,$616K,1554
12259,L. Nilsen,22,63,$1K,72,$644K,1662
12260,S. Mensiro,28,63,$1K,63,$336K,1689
12261,N. Hazzazi,24,63,$3K,68,$476K,1564
12262,K. Dabila,20,63,$6K,73,$588K,1400
12263,Vagner,21,63,$6K,72,$644K,1555
12264,G. Méndez,22,63,$3K,72,$644K,1629
12265,W. Burns,22,63,$2K,71,$616K,1618
12266,No Dong Geon,25,63,$1K,68,$392K,1086
12267,P. Köhn,19,63,$3K,80,$728K,903
12268,P. Buaben,29,63,$2K,63,$392K,1747
12269,S. Beavon,33,63,$4K,63,$258K,1754
12270,F. Al Masrahi,24,63,$2K,69,$420K,1064
12271,D. Batallini,21,63,$2K,73,$672K,1654
12272,Janeiro Mutto,29,63,$4K,63,$314K,1542
12273,A. Dzabana,20,63,$2K,77,$924K,1518
12274,C. Führich,19,63,$4K,75,$700K,1639
12275,C. López,22,63,$1K,70,$588K,1469
12276,Kim Byeong Oh,28,63,$1K,63,$420K,1644
12277,F. Marquet,22,63,$2K,68,$532K,1782
12278,David Batanero,28,63,$1K,63,$420K,1645
12279,T. Regan,28,63,$2K,63,$336K,1425
