,Composure
16993,54
16994,47
16995,42
16996,47
16997,52
16998,57
16999,47
17000,36
17001,45
17002,23
17003,67
17004,52
17005,52
17006,45
17007,50
17008,54
17009,50
17010,26
17011,47
17012,56
17013,48
17014,47
17015,45
17016,34
17017,40
17018,56
17019,47
17020,43
17021,52
17022,46
17023,29
17024,62
17025,57
17026,44
17027,32
17028,24
17029,47
17030,54
17031,54
17032,35
17033,42
17034,42
17035,42
17036,50
17037,52
17038,40
17039,58
17040,32
17041,24
17042,44
17043,33
17044,46
17045,60
17046,43
17047,49
17048,52
17049,40
17050,43
17051,43
17052,43
17053,38
17054,46
17055,48
17056,53
17057,43
17058,32
17059,23
17060,55
17061,48
17062,23
17063,59
17064,38
17065,46
17066,51
17067,46
17068,53
17069,38
17070,38
17071,47
17072,47
17073,37
17074,52
17075,44
17076,56
17077,49
17078,42
17079,52
17080,48
17081,18
17082,32
17083,22
17084,45
17085,45
17086,41
17087,40
17088,48
17089,61
17090,51
17091,59
17092,43
17093,43
17094,40
17095,42
17096,48
17097,24
17098,42
17099,29
17100,42
17101,45
17102,60
17103,50
17104,45
17105,49
17106,49
17107,17
17108,43
17109,55
17110,57
17111,23
17112,48
17113,48
17114,48
17115,41
17116,27
17117,38
17118,50
17119,44
17120,48
17121,47
17122,55
17123,52
17124,54
17125,57
17126,53
17127,46
17128,23
17129,33
17130,42
17131,42
17132,55
17133,52
17134,54
17135,44
17136,44
17137,49
17138,42
17139,47
17140,57
17141,45
17142,43
17143,53
17144,45
17145,52
17146,47
17147,50
17148,50
17149,33
17150,53
17151,23
17152,52
17153,55
17154,43
17155,54
17156,44
17157,36
17158,47
17159,49
17160,47
17161,33
17162,41
17163,45
17164,23
17165,49
17166,48
17167,49
17168,46
17169,27
17170,42
17171,52
17172,42
17173,47
17174,50
17175,26
17176,55
17177,48
17178,46
17179,51
17180,58
17181,35
17182,34
17183,52
17184,39
17185,48
17186,33
17187,33
17188,36
17189,43
17190,44
17191,25
17192,23
17193,43
17194,52
17195,39
17196,40
17197,32
17198,41
17199,46
17200,48
17201,37
17202,50
17203,49
17204,53
17205,60
17206,62
17207,43
17208,24
17209,39
17210,53
17211,48
17212,54
17213,37
17214,54
17215,50
17216,40
17217,46
17218,47
17219,52
17220,43
17221,21
17222,32
17223,51
17224,50
17225,49
17226,50
17227,57
17228,52
17229,50
17230,30
17231,54
17232,51
17233,46
17234,49
17235,38
17236,49
17237,49
17238,49
17239,44
17240,56
17241,49
17242,25
17243,38
17244,50
17245,42
17246,43
17247,51
17248,50
17249,53
17250,57
17251,45
17252,41
17253,47
17254,42
17255,48
17256,51
17257,56
17258,54
17259,54
17260,58
17261,43
17262,40
17263,48
17264,37
17265,48
17266,52
17267,22
17268,50
17269,52
17270,48
17271,37
17272,54
17273,45
17274,51
17275,51
17276,48
17277,27
17278,43
17279,52
17280,31
17281,47
17282,46
17283,32
17284,42
17285,49
17286,44
17287,45
17288,27
17289,27
17290,49
17291,39
17292,43
17293,57
17294,29
17295,46
17296,42
17297,52
17298,43
17299,50
17300,46
17301,28
17302,42
17303,47
17304,57
17305,37
17306,34
17307,42
17308,47
17309,57
17310,36
17311,44
17312,48
17313,23
17314,38
17315,65
17316,56
17317,35
17318,50
17319,53
17320,52
17321,49
17322,27
17323,37
17324,48
17325,55
17326,54
17327,48
17328,64
17329,44
17330,47
17331,31
17332,41
17333,36
17334,43
17335,45
17336,58
17337,51
17338,55
17339,26
17340,26
17341,51
17342,53
17343,40
17344,46
17345,38
17346,34
17347,51
17348,45
17349,51
17350,47
17351,30
17352,54
17353,45
17354,42
17355,58
17356,61
17357,28
17358,46
17359,40
17360,23
17361,53
17362,53
17363,25
17364,61
17365,60
17366,22
17367,56
17368,50
17369,49
17370,46
17371,46
17372,54
17373,44
17374,47
17375,58
17376,56
17377,43
17378,42
17379,33
17380,37
17381,48
17382,46
17383,28
17384,42
17385,44
17386,45
17387,54
17388,55
17389,45
17390,48
17391,48
17392,27
17393,27
17394,42
17395,54
17396,43
17397,32
17398,38
17399,48
17400,53
17401,45
17402,42
17403,29
17404,37
17405,50
17406,52
17407,47
17408,46
17409,35
17410,43
17411,50
17412,48
17413,49
17414,47
17415,51
17416,43
17417,52
17418,48
17419,23
17420,39
17421,55
17422,47
17423,46
17424,33
17425,50
17426,22
17427,51
17428,41
17429,36
17430,30
17431,54
17432,53
17433,58
17434,41
17435,42
17436,50
17437,35
17438,51
17439,49
17440,44
17441,38
17442,38
17443,47
17444,44
17445,38
17446,38
17447,45
17448,50
17449,39
17450,33
17451,41
17452,43
17453,32
17454,47
17455,58
17456,57
17457,43
17458,42
17459,54
17460,42
17461,27
17462,28
17463,35
17464,38
17465,37
17466,38
17467,38
17468,51
17469,29
17470,29
17471,54
17472,38
17473,35
17474,51
17475,38
17476,53
17477,46
17478,36
17479,34
17480,41
17481,31
17482,47
17483,61
17484,34
17485,59
17486,30
17487,30
17488,50
17489,51
17490,41
17491,58
17492,29
17493,29
17494,26
17495,53
17496,39
17497,52
17498,37
17499,53
17500,55
17501,27
17502,38
17503,42
17504,37
17505,57
17506,30
17507,36
17508,48
17509,44
17510,43
17511,41
17512,46
17513,47
17514,50
17515,46
17516,52
17517,54
17518,55
17519,52
17520,27
17521,34
17522,45
17523,27
17524,55
17525,44
17526,59
17527,41
17528,53
17529,48
17530,48
17531,50
17532,31
17533,48
17534,56
17535,27
17536,36
17537,52
17538,26
17539,38
17540,25
17541,47
17542,52
17543,46
17544,46
17545,41
17546,46
17547,42
17548,30
17549,24
17550,27
17551,55
17552,52
17553,41
17554,48
17555,42
17556,48
17557,27
17558,43
17559,41
17560,49
17561,36
17562,42
17563,44
17564,37
17565,48
17566,31
17567,44
17568,41
17569,27
17570,53
17571,43
17572,21
17573,38
17574,51
17575,51
17576,45
17577,50
17578,45
17579,51
17580,50
17581,49
17582,41
17583,35
17584,36
17585,45
17586,58
17587,61
17588,63
17589,27
17590,43
17591,39
17592,49
17593,42
17594,43
17595,43
17596,48
17597,40
17598,41
17599,52
17600,37
17601,42
17602,40
17603,48
17604,39
17605,48
17606,55
17607,32
17608,36
17609,37
17610,47
17611,41
17612,29
17613,31
17614,56
17615,43
17616,55
17617,44
17618,45
17619,55
17620,35
17621,46
17622,55
17623,49
17624,33
17625,52
17626,31
17627,40
17628,49
17629,44
17630,23
17631,38
17632,57
17633,24
17634,27
17635,44
17636,55
17637,44
17638,36
17639,50
17640,46
17641,56
17642,41
17643,57
17644,36
17645,29
17646,29
17647,31
17648,46
17649,30
17650,38
17651,37
17652,47
17653,42
17654,37
17655,51
17656,30
17657,45
17658,31
17659,42
17660,42
17661,45
17662,39
17663,40
17664,44
17665,31
17666,48
17667,59
17668,49
17669,23
17670,25
17671,22
17672,49
17673,37
17674,42
17675,57
17676,40
17677,41
17678,57
17679,20
17680,49
17681,24
17682,45
17683,23
17684,34
17685,48
17686,38
17687,28
17688,23
17689,48
17690,22
17691,21
17692,51
17693,40
17694,45
17695,36
17696,47
17697,47
17698,35
17699,23
17700,32
17701,54
17702,45
17703,27
17704,49
17705,55
17706,52
17707,58
17708,51
17709,49
17710,33
17711,40
17712,42
17713,52
17714,42
17715,50
17716,44
17717,41
17718,24
17719,34
17720,49
17721,47
17722,42
17723,38
17724,57
17725,51
17726,32
17727,48
17728,49
17729,51
17730,51
17731,25
17732,44
17733,24
17734,39
17735,38
17736,46
17737,42
17738,44
17739,49
17740,58
17741,56
17742,45
17743,31
17744,39
17745,47
17746,47
17747,62
17748,62
17749,37
17750,42
17751,44
17752,54
17753,38
17754,35
17755,48
17756,44
17757,47
17758,38
17759,58
17760,46
17761,28
17762,40
17763,37
17764,53
17765,37
17766,47
17767,57
17768,24
17769,42
17770,33
17771,27
17772,54
17773,58
17774,40
17775,25
17776,42
17777,26
17778,44
17779,41
17780,46
17781,48
17782,42
17783,38
17784,26
17785,42
17786,40
17787,29
17788,50
17789,61
17790,48
17791,48
17792,45
17793,43
17794,44
17795,29
17796,47
17797,31
17798,36
17799,36
17800,50
17801,42
17802,47
17803,46
17804,61
17805,47
17806,36
17807,26
17808,45
17809,57
17810,46
17811,39
17812,54
17813,48
17814,57
17815,38
17816,46
17817,54
17818,43
17819,42
17820,49
17821,38
17822,44
17823,46
17824,37
17825,30
17826,46
17827,39
17828,51
17829,22
17830,49
17831,49
17832,38
17833,57
17834,55
17835,50
17836,47
17837,46
17838,23
17839,53
17840,47
17841,27
17842,33
17843,47
17844,55
17845,24
17846,42
17847,46
17848,41
17849,42
17850,42
17851,45
17852,44
17853,50
17854,22
17855,41
17856,46
17857,26
17858,41
17859,40
17860,37
17861,40
17862,35
17863,43
17864,46
17865,32
17866,47
17867,44
17868,28
17869,21
17870,44
17871,40
17872,63
17873,44
17874,50
17875,29
17876,27
17877,53
17878,40
17879,45
17880,42
17881,45
17882,41
17883,45
17884,46
17885,36
17886,45
17887,27
17888,38
17889,52
17890,45
17891,42
17892,29
17893,44
17894,49
17895,45
17896,49
17897,49
17898,40
17899,38
17900,50
17901,50
17902,58
17903,44
17904,54
17905,43
17906,48
17907,44
17908,25
17909,35
17910,37
17911,40
17912,31
17913,38
17914,36
17915,40
17916,23
17917,48
17918,46
17919,37
17920,32
17921,29
17922,37
17923,28
17924,34
17925,25
17926,46
17927,39
17928,42
17929,25
17930,48
17931,46
17932,43
17933,46
17934,24
17935,53
17936,50
17937,34
17938,24
17939,45
17940,48
17941,43
17942,36
17943,34
17944,37
17945,26
17946,22
17947,41
17948,37
17949,41
17950,43
17951,23
17952,23
17953,32
17954,49
17955,46
17956,36
17957,50
17958,49
17959,48
17960,34
17961,26
17962,31
17963,47
17964,54
17965,57
17966,29
17967,53
17968,42
17969,67
17970,59
17971,39
17972,56
17973,46
17974,48
17975,51
17976,42
17977,35
17978,42
17979,21
17980,37
17981,30
17982,41
17983,42
17984,35
17985,24
17986,42
17987,25
17988,42
17989,42
17990,46
17991,37
17992,39
17993,42
17994,39
17995,37
17996,42
17997,34
17998,24
17999,52
18000,45
18001,48
18002,45
18003,45
18004,35
18005,40
18006,41
18007,31
18008,42
18009,44
18010,52
18011,47
18012,30
18013,43
18014,45
18015,36
18016,57
18017,48
18018,35
18019,36
18020,47
18021,39
18022,46
18023,48
18024,49
18025,29
18026,48
18027,44
18028,60
18029,23
18030,56
18031,42
18032,52
18033,28
18034,38
18035,44
18036,35
18037,44
18038,38
18039,46
18040,32
18041,39
18042,39
18043,46
18044,44
18045,46
18046,41
18047,46
18048,39
18049,38
18050,37
18051,39
18052,36
18053,41
18054,41
18055,34
18056,57
18057,40
18058,43
18059,35
18060,36
18061,25
18062,40
18063,42
18064,41
18065,52
18066,39
18067,46
18068,40
18069,45
18070,58
18071,48
18072,43
18073,34
18074,23
18075,41
18076,46
18077,56
18078,28
18079,46
18080,47
18081,37
18082,24
18083,42
18084,44
18085,56
18086,38
18087,42
18088,34
18089,40
18090,50
18091,55
18092,52
18093,46
18094,41
18095,43
18096,36
18097,49
18098,41
18099,43
18100,41
18101,38
18102,39
18103,53
18104,43
18105,43
18106,49
18107,48
18108,40
18109,50
18110,51
18111,35
18112,37
18113,43
18114,41
18115,37
18116,37
18117,40
18118,50
18119,39
18120,39
18121,52
18122,33
18123,44
18124,18
18125,30
18126,51
18127,38
18128,32
18129,43
18130,49
18131,26
18132,46
18133,50
18134,39
18135,35
18136,33
18137,32
18138,52
18139,53
18140,50
18141,39
18142,33
18143,31
18144,42
18145,40
18146,43
18147,41
18148,22
18149,42
18150,39
18151,46
18152,50
18153,53
18154,30
18155,40
18156,40
18157,44
18158,41
18159,41
18160,52
18161,42
18162,42
18163,40
18164,26
18165,46
18166,55
18167,41
18168,47
18169,51
18170,27
18171,47
18172,35
18173,39
18174,38
18175,28
18176,52
18177,39
18178,41
18179,33
18180,45
18181,45
18182,43
18183,36
18184,48
18185,40
18186,59
18187,47
18188,25
18189,29
18190,39
18191,52
18192,54
18193,41
18194,42
18195,52
18196,55
18197,33
18198,39
18199,44
18200,41
18201,22
18202,13
18203,38
18204,26
18205,44
18206,36
18207,36
18208,37
18209,43
18210,44
18211,22
18212,39
18213,30
18214,36
18215,32
18216,31
18217,21
18218,52
18219,45
18220,30
18221,42
18222,41
18223,42
18224,46
18225,41
18226,46
18227,43
18228,37
18229,38
18230,33
18231,48
18232,48
18233,39
18234,47
18235,39
18236,43
18237,47
18238,35
18239,53
18240,31
18241,47
18242,44
18243,45
18244,44
18245,23
18246,34
18247,31
18248,40
18249,45
18250,46
18251,39
18252,42
18253,50
18254,44
18255,40
18256,43
18257,36
18258,36
18259,46
18260,42
18261,41
18262,43
18263,45
18264,42
18265,38
18266,45
18267,32
18268,40
18269,31
18270,39
18271,47
18272,35
18273,36
18274,37
18275,43
18276,48
18277,35
18278,31
18279,42
18280,54
18281,44
18282,41
18283,21
18284,36
18285,36
18286,51
18287,43
18288,45
18289,42
18290,42
18291,43
18292,42
18293,47
18294,42
18295,59
18296,48
18297,48
18298,42
18299,44
18300,30
18301,38
18302,46
18303,40
18304,42
18305,43
18306,44
18307,22
18308,47
18309,47
18310,42
18311,38
18312,45
18313,44
18314,31
18315,35
18316,40
18317,28
18318,27
18319,42
18320,50
18321,31
18322,34
18323,32
18324,44
18325,44
18326,40
18327,35
18328,29
18329,37
18330,48
18331,44
18332,40
18333,62
18334,38
18335,44
18336,39
18337,49
18338,35
18339,27
18340,46
18341,46
18342,46
18343,47
18344,43
18345,35
18346,38
18347,35
18348,38
18349,35
18350,48
18351,41
18352,30
18353,45
18354,43
18355,36
18356,38
18357,23
18358,38
18359,42
18360,42
18361,23
18362,53
18363,40
18364,50
18365,43
