,Balance
16993,72
16994,65
16995,49
16996,57
16997,72
16998,55
16999,68
17000,27
17001,86
17002,49
17003,69
17004,70
17005,65
17006,58
17007,66
17008,90
17009,62
17010,24
17011,77
17012,72
17013,41
17014,61
17015,67
17016,56
17017,61
17018,63
17019,74
17020,58
17021,70
17022,64
17023,55
17024,73
17025,82
17026,56
17027,44
17028,41
17029,72
17030,63
17031,65
17032,79
17033,77
17034,77
17035,67
17036,72
17037,62
17038,59
17039,87
17040,51
17041,27
17042,67
17043,48
17044,59
17045,76
17046,75
17047,54
17048,57
17049,68
17050,44
17051,49
17052,63
17053,46
17054,76
17055,65
17056,70
17057,72
17058,54
17059,44
17060,74
17061,53
17062,42
17063,56
17064,36
17065,68
17066,70
17067,53
17068,61
17069,40
17070,50
17071,71
17072,71
17073,66
17074,66
17075,66
17076,70
17077,65
17078,81
17079,77
17080,68
17081,46
17082,72
17083,39
17084,60
17085,60
17086,65
17087,58
17088,40
17089,67
17090,70
17091,71
17092,77
17093,73
17094,39
17095,90
17096,83
17097,40
17098,57
17099,49
17100,79
17101,68
17102,65
17103,71
17104,72
17105,65
17106,49
17107,42
17108,65
17109,40
17110,68
17111,34
17112,72
17113,67
17114,32
17115,71
17116,44
17117,64
17118,49
17119,65
17120,71
17121,75
17122,50
17123,79
17124,73
17125,79
17126,63
17127,69
17128,45
17129,75
17130,66
17131,72
17132,58
17133,62
17134,65
17135,66
17136,66
17137,72
17138,65
17139,83
17140,62
17141,68
17142,61
17143,65
17144,80
17145,48
17146,64
17147,78
17148,51
17149,52
17150,54
17151,24
17152,67
17153,74
17154,67
17155,79
17156,57
17157,65
17158,60
17159,73
17160,82
17161,66
17162,65
17163,62
17164,21
17165,52
17166,80
17167,65
17168,70
17169,47
17170,55
17171,67
17172,65
17173,64
17174,68
17175,27
17176,70
17177,77
17178,80
17179,76
17180,40
17181,56
17182,52
17183,73
17184,75
17185,78
17186,62
17187,62
17188,47
17189,60
17190,78
17191,34
17192,51
17193,52
17194,73
17195,74
17196,40
17197,49
17198,68
17199,58
17200,68
17201,41
17202,55
17203,64
17204,64
17205,63
17206,63
17207,30
17208,31
17209,46
17210,64
17211,68
17212,65
17213,60
17214,53
17215,66
17216,55
17217,69
17218,74
17219,64
17220,76
17221,42
17222,68
17223,76
17224,69
17225,89
17226,83
17227,66
17228,79
17229,52
17230,51
17231,74
17232,66
17233,69
17234,57
17235,27
17236,87
17237,66
17238,66
17239,55
17240,79
17241,64
17242,49
17243,26
17244,58
17245,61
17246,55
17247,63
17248,67
17249,57
17250,72
17251,60
17252,75
17253,60
17254,54
17255,61
17256,63
17257,73
17258,57
17259,63
17260,50
17261,70
17262,83
17263,68
17264,36
17265,76
17266,60
17267,53
17268,66
17269,64
17270,69
17271,38
17272,66
17273,68
17274,58
17275,74
17276,82
17277,44
17278,72
17279,57
17280,63
17281,46
17282,49
17283,74
17284,90
17285,55
17286,50
17287,63
17288,33
17289,33
17290,59
17291,59
17292,65
17293,51
17294,11
17295,61
17296,44
17297,74
17298,57
17299,65
17300,68
17301,46
17302,58
17303,71
17304,58
17305,88
17306,42
17307,58
17308,42
17309,70
17310,22
17311,56
17312,57
17313,34
17314,37
17315,69
17316,67
17317,29
17318,81
17319,87
17320,55
17321,64
17322,42
17323,57
17324,81
17325,56
17326,78
17327,48
17328,74
17329,50
17330,70
17331,51
17332,68
17333,46
17334,74
17335,51
17336,61
17337,73
17338,63
17339,49
17340,49
17341,61
17342,64
17343,72
17344,63
17345,68
17346,66
17347,58
17348,79
17349,58
17350,70
17351,46
17352,87
17353,61
17354,70
17355,82
17356,53
17357,59
17358,61
17359,53
17360,22
17361,62
17362,79
17363,27
17364,68
17365,75
17366,39
17367,84
17368,81
17369,54
17370,87
17371,74
17372,54
17373,71
17374,70
17375,59
17376,73
17377,62
17378,68
17379,45
17380,84
17381,72
17382,66
17383,45
17384,61
17385,59
17386,60
17387,56
17388,69
17389,51
17390,73
17391,73
17392,51
17393,36
17394,69
17395,80
17396,72
17397,41
17398,58
17399,57
17400,83
17401,83
17402,69
17403,40
17404,65
17405,65
17406,62
17407,61
17408,34
17409,43
17410,79
17411,64
17412,57
17413,80
17414,39
17415,78
17416,68
17417,78
17418,81
17419,48
17420,77
17421,71
17422,63
17423,69
17424,27
17425,65
17426,49
17427,65
17428,34
17429,41
17430,43
17431,86
17432,42
17433,71
17434,58
17435,69
17436,32
17437,47
17438,77
17439,78
17440,68
17441,42
17442,42
17443,74
17444,56
17445,66
17446,75
17447,80
17448,65
17449,68
17450,28
17451,61
17452,61
17453,68
17454,69
17455,84
17456,70
17457,61
17458,56
17459,52
17460,52
17461,62
17462,57
17463,25
17464,76
17465,73
17466,65
17467,28
17468,75
17469,34
17470,23
17471,60
17472,58
17473,40
17474,83
17475,38
17476,74
17477,60
17478,69
17479,28
17480,67
17481,47
17482,63
17483,93
17484,69
17485,85
17486,44
17487,36
17488,66
17489,73
17490,74
17491,49
17492,57
17493,57
17494,56
17495,55
17496,52
17497,72
17498,33
17499,67
17500,59
17501,52
17502,67
17503,70
17504,47
17505,56
17506,42
17507,39
17508,65
17509,49
17510,63
17511,59
17512,79
17513,63
17514,81
17515,59
17516,48
17517,74
17518,66
17519,46
17520,48
17521,42
17522,56
17523,36
17524,59
17525,62
17526,70
17527,68
17528,70
17529,55
17530,56
17531,77
17532,41
17533,58
17534,67
17535,44
17536,29
17537,92
17538,38
17539,47
17540,27
17541,67
17542,87
17543,52
17544,52
17545,77
17546,74
17547,73
17548,35
17549,69
17550,46
17551,42
17552,79
17553,56
17554,58
17555,62
17556,76
17557,49
17558,76
17559,67
17560,84
17561,64
17562,65
17563,72
17564,55
17565,68
17566,24
17567,75
17568,58
17569,42
17570,70
17571,78
17572,55
17573,78
17574,69
17575,74
17576,68
17577,58
17578,72
17579,54
17580,58
17581,60
17582,42
17583,78
17584,79
17585,81
17586,74
17587,69
17588,85
17589,48
17590,64
17591,55
17592,71
17593,63
17594,42
17595,42
17596,63
17597,56
17598,71
17599,74
17600,55
17601,70
17602,59
17603,64
17604,67
17605,75
17606,73
17607,36
17608,40
17609,70
17610,64
17611,60
17612,28
17613,49
17614,65
17615,82
17616,78
17617,62
17618,77
17619,74
17620,45
17621,76
17622,87
17623,66
17624,40
17625,48
17626,25
17627,74
17628,68
17629,55
17630,44
17631,34
17632,62
17633,39
17634,40
17635,70
17636,79
17637,56
17638,70
17639,65
17640,61
17641,76
17642,76
17643,75
17644,57
17645,20
17646,20
17647,70
17648,62
17649,37
17650,43
17651,49
17652,88
17653,70
17654,58
17655,73
17656,17
17657,60
17658,40
17659,57
17660,62
17661,64
17662,29
17663,87
17664,51
17665,23
17666,53
17667,67
17668,51
17669,51
17670,31
17671,29
17672,78
17673,67
17674,64
17675,85
17676,77
17677,70
17678,83
17679,24
17680,57
17681,48
17682,68
17683,49
17684,66
17685,76
17686,48
17687,26
17688,30
17689,65
17690,44
17691,49
17692,61
17693,83
17694,66
17695,73
17696,80
17697,80
17698,48
17699,43
17700,73
17701,57
17702,74
17703,53
17704,48
17705,68
17706,65
17707,69
17708,76
17709,75
17710,75
17711,73
17712,56
17713,77
17714,52
17715,75
17716,65
17717,45
17718,66
17719,43
17720,67
17721,67
17722,57
17723,55
17724,69
17725,58
17726,45
17727,70
17728,30
17729,73
17730,34
17731,39
17732,78
17733,24
17734,59
17735,72
17736,64
17737,68
17738,82
17739,56
17740,69
17741,66
17742,75
17743,49
17744,33
17745,61
17746,73
17747,64
17748,64
17749,36
17750,51
17751,68
17752,22
17753,48
17754,59
17755,70
17756,75
17757,64
17758,77
17759,67
17760,58
17761,44
17762,36
17763,31
17764,65
17765,38
17766,73
17767,54
17768,44
17769,65
17770,48
17771,46
17772,34
17773,62
17774,74
17775,48
17776,70
17777,38
17778,63
17779,53
17780,62
17781,38
17782,32
17783,56
17784,46
17785,71
17786,75
17787,27
17788,80
17789,74
17790,57
17791,63
17792,51
17793,65
17794,82
17795,44
17796,60
17797,47
17798,67
17799,67
17800,66
17801,73
17802,49
17803,67
17804,63
17805,29
17806,34
17807,46
17808,74
17809,58
17810,62
17811,66
17812,62
17813,69
17814,73
17815,39
17816,62
17817,65
17818,64
17819,71
17820,69
17821,57
17822,65
17823,70
17824,67
17825,58
17826,69
17827,57
17828,81
17829,56
17830,76
17831,54
17832,81
17833,72
17834,68
17835,58
17836,60
17837,60
17838,37
17839,41
17840,39
17841,57
17842,29
17843,78
17844,56
17845,24
17846,56
17847,61
17848,48
17849,68
17850,68
17851,72
17852,64
17853,58
17854,53
17855,68
17856,52
17857,57
17858,59
17859,35
17860,63
17861,76
17862,67
17863,77
17864,92
17865,25
17866,73
17867,80
17868,35
17869,29
17870,50
17871,71
17872,33
17873,65
17874,59
17875,27
17876,45
17877,73
17878,51
17879,61
17880,67
17881,82
17882,61
17883,58
17884,47
17885,54
17886,57
17887,48
17888,56
17889,28
17890,31
17891,65
17892,30
17893,63
17894,62
17895,84
17896,71
17897,82
17898,75
17899,78
17900,49
17901,49
17902,73
17903,76
17904,75
17905,58
17906,60
17907,36
17908,38
17909,89
17910,43
17911,68
17912,49
17913,32
17914,59
17915,55
17916,28
17917,84
17918,55
17919,57
17920,62
17921,28
17922,28
17923,33
17924,47
17925,38
17926,68
17927,28
17928,56
17929,32
17930,64
17931,73
17932,76
17933,54
17934,43
17935,75
17936,58
17937,77
17938,48
17939,62
17940,62
17941,75
17942,56
17943,68
17944,51
17945,25
17946,42
17947,65
17948,70
17949,69
17950,68
17951,46
17952,46
17953,43
17954,70
17955,60
17956,44
17957,71
17958,44
17959,69
17960,38
17961,21
17962,57
17963,86
17964,61
17965,78
17966,34
17967,61
17968,52
17969,32
17970,67
17971,63
17972,60
17973,65
17974,57
17975,76
17976,77
17977,31
17978,54
17979,54
17980,78
17981,46
17982,53
17983,66
17984,46
17985,56
17986,65
17987,25
17988,51
17989,73
17990,62
17991,73
17992,57
17993,78
17994,85
17995,42
17996,89
17997,28
17998,45
17999,66
18000,67
18001,61
18002,71
18003,71
18004,56
18005,69
18006,60
18007,64
18008,70
18009,74
18010,65
18011,87
18012,75
18013,64
18014,45
18015,27
18016,84
18017,65
18018,46
18019,28
18020,74
18021,63
18022,53
18023,55
18024,57
18025,53
18026,64
18027,48
18028,50
18029,28
18030,64
18031,53
18032,76
18033,33
18034,46
18035,63
18036,29
18037,75
18038,65
18039,59
18040,42
18041,28
18042,45
18043,62
18044,66
18045,64
18046,81
18047,61
18048,68
18049,64
18050,71
18051,58
18052,52
18053,67
18054,67
18055,44
18056,63
18057,67
18058,60
18059,38
18060,34
18061,23
18062,56
18063,56
18064,62
18065,93
18066,68
18067,52
18068,91
18069,70
18070,65
18071,69
18072,56
18073,33
18074,43
18075,52
18076,53
18077,74
18078,44
18079,61
18080,54
18081,65
18082,23
18083,78
18084,80
18085,69
18086,67
18087,50
18088,88
18089,70
18090,88
18091,71
18092,91
18093,78
18094,65
18095,67
18096,55
18097,78
18098,68
18099,68
18100,65
18101,63
18102,63
18103,75
18104,69
18105,69
18106,68
18107,65
18108,80
18109,63
18110,70
18111,33
18112,74
18113,64
18114,70
18115,67
18116,71
18117,79
18118,68
18119,74
18120,68
18121,66
18122,44
18123,69
18124,68
18125,52
18126,78
18127,53
18128,59
18129,57
18130,51
18131,41
18132,50
18133,51
18134,71
18135,75
18136,67
18137,69
18138,77
18139,70
18140,61
18141,63
18142,25
18143,38
18144,65
18145,60
18146,59
18147,48
18148,29
18149,70
18150,75
18151,67
18152,60
18153,74
18154,51
18155,49
18156,49
18157,66
18158,64
18159,64
18160,74
18161,73
18162,76
18163,65
18164,65
18165,61
18166,72
18167,63
18168,82
18169,66
18170,47
18171,91
18172,60
18173,50
18174,53
18175,22
18176,60
18177,65
18178,55
18179,22
18180,81
18181,66
18182,81
18183,64
18184,67
18185,84
18186,60
18187,66
18188,33
18189,27
18190,79
18191,74
18192,69
18193,67
18194,59
18195,88
18196,83
18197,59
18198,78
18199,51
18200,73
18201,25
18202,29
18203,56
18204,36
18205,67
18206,66
18207,66
18208,49
18209,63
18210,63
18211,57
18212,80
18213,49
18214,37
18215,25
18216,43
18217,50
18218,83
18219,68
18220,42
18221,62
18222,70
18223,61
18224,63
18225,61
18226,56
18227,53
18228,57
18229,44
18230,53
18231,50
18232,36
18233,57
18234,74
18235,51
18236,61
18237,59
18238,42
18239,60
18240,42
18241,65
18242,72
18243,70
18244,48
18245,24
18246,81
18247,26
18248,41
18249,67
18250,58
18251,69
18252,65
18253,66
18254,66
18255,78
18256,86
18257,47
18258,47
18259,55
18260,68
18261,57
18262,72
18263,78
18264,57
18265,46
18266,79
18267,85
18268,46
18269,21
18270,41
18271,54
18272,81
18273,64
18274,59
18275,68
18276,73
18277,84
18278,39
18279,67
18280,68
18281,66
18282,55
18283,42
18284,25
18285,63
18286,58
18287,63
18288,89
18289,62
18290,74
18291,78
18292,51
18293,84
18294,77
18295,75
18296,74
18297,53
18298,71
18299,61
18300,52
18301,70
18302,66
18303,72
18304,58
18305,75
18306,60
18307,33
18308,68
18309,68
18310,68
18311,68
18312,70
18313,54
18314,22
18315,62
18316,52
18317,60
18318,37
18319,67
18320,67
18321,28
18322,71
18323,49
18324,45
18325,52
18326,54
18327,59
18328,75
18329,34
18330,60
18331,67
18332,57
18333,66
18334,62
18335,84
18336,78
18337,55
18338,37
18339,52
18340,70
18341,51
18342,66
18343,72
18344,76
18345,66
18346,72
18347,65
18348,77
18349,79
18350,59
18351,72
18352,47
18353,74
18354,54
18355,60
18356,58
18357,37
18358,67
18359,52
18360,52
18361,26
18362,61
18363,55
18364,77
18365,67
