,Aggression
16987,46
16988,28
16989,25
16990,17
16991,28
16992,50
16993,53
16994,60
16995,65
16996,47
16997,96
16998,51
16999,34
17000,20
17001,43
17002,25
17003,62
17004,39
17005,45
17006,58
17007,58
17008,47
17009,54
17010,19
17011,27
17012,30
17013,35
17014,61
17015,33
17016,45
17017,58
17018,44
17019,28
17020,67
17021,37
17022,27
17023,34
17024,57
17025,39
17026,46
17027,27
17028,25
17029,52
17030,45
17031,29
17032,57
17033,46
17034,46
17035,61
17036,46
17037,30
17038,48
17039,45
17040,23
17041,27
17042,61
17043,16
17044,80
17045,44
17046,31
17047,67
17048,49
17049,28
17050,38
17051,54
17052,60
17053,22
17054,32
17055,58
17056,51
17057,57
17058,26
17059,26
17060,51
17061,32
17062,22
17063,68
17064,38
17065,63
17066,67
17067,56
17068,49
17069,30
17070,61
17071,41
17072,64
17073,31
17074,37
17075,36
17076,39
17077,58
17078,34
17079,49
17080,33
17081,22
17082,54
17083,21
17084,52
17085,52
17086,58
17087,42
17088,29
17089,32
17090,61
17091,55
17092,53
17093,45
17094,33
17095,35
17096,30
17097,24
17098,57
17099,25
17100,55
17101,56
17102,37
17103,25
17104,56
17105,66
17106,49
17107,12
17108,48
17109,42
17110,43
17111,18
17112,54
17113,31
17114,52
17115,59
17116,24
17117,59
17118,49
17119,58
17120,35
17121,48
17122,58
17123,38
17124,47
17125,57
17126,49
17127,52
17128,28
17129,50
17130,47
17131,31
17132,30
17133,48
17134,38
17135,32
17136,32
17137,26
17138,55
17139,33
17140,58
17141,52
17142,33
17143,46
17144,37
17145,35
17146,61
17147,43
17148,43
17149,31
17150,43
17151,19
17152,60
17153,43
17154,65
17155,50
17156,59
17157,55
17158,46
17159,55
17160,38
17161,48
17162,65
17163,41
17164,22
17165,63
17166,26
17167,54
17168,60
17169,24
17170,54
17171,25
17172,28
17173,61
17174,40
17175,18
17176,51
17177,25
17178,35
17179,58
17180,46
17181,51
17182,56
17183,31
17184,52
17185,36
17186,52
17187,52
17188,22
17189,32
17190,28
17191,32
17192,21
17193,47
17194,61
17195,33
17196,40
17197,22
17198,38
17199,54
17200,43
17201,17
17202,53
17203,64
17204,68
17205,50
17206,37
17207,54
17208,26
17209,25
17210,59
17211,35
17212,61
17213,59
17214,53
17215,60
17216,52
17217,44
17218,34
17219,31
17220,31
17221,25
17222,58
17223,60
17224,32
17225,58
17226,21
17227,65
17228,42
17229,36
17230,25
17231,42
17232,32
17233,31
17234,48
17235,16
17236,60
17237,29
17238,29
17239,29
17240,51
17241,52
17242,26
17243,21
17244,37
17245,62
17246,56
17247,50
17248,59
17249,53
17250,27
17251,49
17252,50
17253,50
17254,49
17255,45
17256,31
17257,42
17258,39
17259,57
17260,41
17261,28
17262,50
17263,32
17264,21
17265,34
17266,54
17267,18
17268,36
17269,52
17270,32
17271,25
17272,52
17273,38
17274,42
17275,48
17276,47
17277,18
17278,52
17279,58
17280,21
17281,28
17282,33
17283,52
17284,31
17285,41
17286,42
17287,31
17288,22
17289,22
17290,54
17291,48
17292,41
17293,79
17294,17
17295,31
17296,46
17297,53
17298,56
17299,27
17300,40
17301,19
17302,52
17303,37
17304,41
17305,56
17306,48
17307,75
17308,68
17309,29
17310,21
17311,44
17312,47
17313,18
17314,53
17315,45
17316,42
17317,20
17318,48
17319,49
17320,71
17321,48
17322,26
17323,60
17324,54
17325,79
17326,35
17327,45
17328,51
17329,48
17330,35
17331,20
17332,44
17333,16
17334,58
17335,54
17336,40
17337,54
17338,56
17339,23
17340,23
17341,50
17342,60
17343,26
17344,33
17345,56
17346,49
17347,59
17348,35
17349,54
17350,30
17351,36
17352,38
17353,57
17354,52
17355,53
17356,59
17357,16
17358,61
17359,42
17360,24
17361,35
17362,34
17363,29
17364,62
17365,41
17366,19
17367,48
17368,51
17369,28
17370,44
17371,40
17372,49
17373,32
17374,64
17375,45
17376,39
17377,26
17378,32
17379,27
17380,57
17381,32
17382,55
17383,17
17384,47
17385,49
17386,26
17387,65
17388,44
17389,68
17390,45
17391,45
17392,18
17393,26
17394,32
17395,63
17396,60
17397,20
17398,58
17399,45
17400,40
17401,33
17402,50
17403,22
17404,58
17405,49
17406,47
17407,51
17408,45
17409,22
17410,37
17411,80
17412,53
17413,42
17414,49
17415,38
17416,29
17417,47
17418,44
17419,21
17420,51
17421,53
17422,31
17423,55
17424,22
17425,53
17426,18
17427,30
17428,25
17429,21
17430,32
17431,31
17432,54
17433,59
17434,60
17435,54
17436,63
17437,29
17438,40
17439,31
17440,49
17441,22
17442,22
17443,51
17444,55
17445,54
17446,59
17447,26
17448,32
17449,55
17450,25
17451,60
17452,44
17453,54
17454,31
17455,61
17456,60
17457,33
17458,53
17459,58
17460,43
17461,20
17462,22
17463,31
17464,48
17465,62
17466,41
17467,44
17468,30
17469,27
17470,19
17471,31
17472,56
17473,21
17474,56
17475,21
17476,37
17477,35
17478,50
17479,18
17480,46
17481,26
17482,39
17483,44
17484,48
17485,44
17486,27
17487,24
17488,26
17489,40
17490,61
17491,64
17492,17
17493,17
17494,17
17495,61
17496,25
17497,52
17498,31
17499,43
17500,51
17501,24
17502,45
17503,28
17504,56
17505,50
17506,18
17507,18
17508,59
17509,53
17510,55
17511,25
17512,21
17513,46
17514,38
17515,33
17516,63
17517,58
17518,37
17519,58
17520,33
17521,26
17522,52
17523,22
17524,27
17525,34
17526,48
17527,31
17528,47
17529,54
17530,49
17531,31
17532,21
17533,31
17534,43
17535,20
17536,19
17537,33
17538,20
17539,53
17540,26
17541,52
17542,40
17543,55
17544,55
17545,36
17546,53
17547,32
17548,26
17549,16
17550,26
17551,48
17552,36
17553,22
17554,34
17555,52
17556,35
17557,21
17558,51
17559,51
17560,55
17561,45
17562,37
17563,28
17564,50
17565,54
17566,21
17567,56
17568,51
17569,28
17570,39
17571,42
17572,19
17573,45
17574,35
17575,35
17576,48
17577,48
17578,31
17579,41
17580,41
17581,62
17582,34
17583,51
17584,60
17585,56
17586,36
17587,42
17588,48
17589,22
17590,55
17591,65
17592,29
17593,30
17594,40
17595,40
17596,37
17597,55
17598,27
17599,34
17600,42
17601,24
17602,50
17603,53
17604,21
17605,27
17606,75
17607,18
17608,26
17609,44
17610,26
17611,51
17612,18
17613,26
17614,52
17615,28
17616,39
17617,48
17618,36
17619,43
17620,33
17621,31
17622,44
17623,35
17624,19
17625,47
17626,23
17627,54
17628,55
17629,33
17630,25
17631,30
17632,61
17633,22
17634,22
17635,32
17636,52
17637,48
17638,51
17639,55
17640,42
17641,38
17642,59
17643,41
17644,34
17645,20
17646,20
17647,50
17648,48
17649,28
17650,25
17651,20
17652,32
17653,28
17654,59
17655,36
17656,24
17657,47
17658,20
17659,28
17660,42
17661,61
17662,29
17663,25
17664,46
17665,16
17666,50
17667,40
17668,54
17669,21
17670,20
17671,16
17672,33
17673,46
17674,55
17675,48
17676,58
17677,58
17678,47
17679,28
17680,46
17681,16
17682,53
17683,18
17684,55
17685,57
17686,26
17687,17
17688,24
17689,26
17690,15
17691,26
17692,69
17693,55
17694,52
17695,52
17696,30
17697,30
17698,46
17699,27
17700,51
17701,52
17702,33
17703,17
17704,56
17705,43
17706,44
17707,51
17708,41
17709,51
17710,47
17711,52
17712,50
17713,44
17714,41
17715,48
17716,59
17717,57
17718,19
17719,28
17720,29
17721,32
17722,45
17723,52
17724,41
17725,26
17726,27
17727,29
17728,48
17729,35
17730,48
17731,19
17732,29
17733,28
17734,44
17735,51
17736,53
17737,31
17738,31
17739,51
17740,44
17741,33
17742,31
17743,49
17744,26
17745,50
17746,33
17747,45
17748,45
17749,17
17750,48
17751,29
17752,57
17753,48
17754,47
17755,40
17756,65
17757,58
17758,51
17759,60
17760,43
17761,26
17762,21
17763,16
17764,45
17765,19
17766,27
17767,50
17768,20
17769,53
17770,58
17771,19
17772,50
17773,47
17774,52
17775,28
17776,27
17777,21
17778,28
17779,53
17780,46
17781,52
17782,58
17783,50
17784,17
17785,34
17786,62
17787,26
17788,28
17789,46
17790,61
17791,60
17792,45
17793,29
17794,28
17795,21
17796,28
17797,48
17798,57
17799,57
17800,42
17801,53
17802,56
17803,28
17804,39
17805,45
17806,32
17807,24
17808,22
17809,39
17810,47
17811,42
17812,49
17813,34
17814,44
17815,16
17816,32
17817,41
17818,48
17819,50
17820,61
17821,20
17822,34
17823,68
17824,49
17825,40
17826,55
17827,48
17828,44
17829,23
17830,26
17831,30
17832,32
17833,29
17834,53
17835,35
17836,31
17837,28
17838,18
17839,53
17840,71
17841,24
17842,16
17843,33
17844,40
17845,28
17846,42
17847,26
17848,44
17849,45
17850,45
17851,52
17852,59
17853,53
17854,21
17855,46
17856,59
17857,24
17858,47
17859,22
17860,51
17861,52
17862,46
17863,30
17864,34
17865,28
17866,30
17867,29
17868,21
17869,16
17870,46
17871,55
17872,34
17873,49
17874,54
17875,25
17876,26
17877,43
17878,50
17879,33
17880,27
17881,29
17882,43
17883,39
17884,54
17885,50
17886,44
17887,21
17888,58
17889,63
17890,45
17891,27
17892,26
17893,55
17894,42
17895,46
17896,26
17897,31
17898,28
17899,53
17900,27
17901,27
17902,41
17903,31
17904,37
17905,50
17906,51
17907,33
17908,22
17909,46
17910,27
17911,29
17912,22
17913,22
17914,46
17915,53
17916,16
17917,28
17918,34
17919,56
17920,60
17921,18
17922,22
17923,28
17924,20
17925,24
17926,55
17927,20
17928,49
17929,29
17930,34
17931,36
17932,52
17933,53
17934,20
17935,50
17936,56
17937,54
17938,22
17939,50
17940,33
17941,38
17942,17
17943,55
17944,25
17945,18
17946,16
17947,33
17948,56
17949,47
17950,54
17951,22
17952,22
17953,19
17954,47
17955,52
17956,28
17957,27
17958,56
17959,31
17960,28
17961,24
17962,49
17963,59
17964,57
17965,42
17966,28
17967,52
17968,54
17969,17
17970,35
17971,47
17972,36
17973,31
17974,50
17975,47
17976,59
17977,17
17978,40
17979,17
17980,55
17981,35
17982,58
17983,27
17984,41
17985,18
17986,61
17987,28
17988,49
17989,33
17990,52
17991,59
17992,44
17993,53
17994,46
17995,27
17996,33
17997,20
17998,22
17999,56
18000,52
18001,55
18002,28
18003,28
18004,49
18005,59
18006,44
18007,52
18008,45
18009,63
18010,46
18011,33
18012,34
18013,34
18014,28
18015,25
18016,38
18017,51
18018,21
18019,23
18020,33
18021,32
18022,54
18023,30
18024,32
18025,17
18026,32
18027,49
18028,44
18029,20
18030,39
18031,34
18032,40
18033,22
18034,43
18035,55
18036,25
18037,44
18038,58
18039,50
18040,23
18041,24
18042,50
18043,26
18044,44
18045,46
18046,27
18047,49
18048,49
18049,41
18050,58
18051,46
18052,44
18053,50
18054,50
18055,28
18056,37
18057,60
18058,57
18059,25
18060,50
18061,23
18062,55
18063,57
18064,42
18065,28
18066,49
18067,55
18068,42
18069,61
18070,46
18071,30
18072,26
18073,17
18074,24
18075,52
18076,54
18077,40
18078,18
18079,57
18080,46
18081,60
18082,23
18083,48
18084,25
18085,44
18086,50
18087,56
18088,46
18089,50
18090,50
18091,22
18092,43
18093,35
18094,30
18095,53
18096,44
18097,51
18098,50
18099,34
18100,61
18101,40
18102,45
18103,44
18104,36
18105,36
18106,55
18107,42
18108,38
18109,35
18110,45
18111,17
18112,56
18113,28
18114,60
18115,52
18116,51
18117,59
18118,54
18119,48
18120,51
18121,43
18122,15
18123,66
18124,31
18125,22
18126,51
18127,49
18128,49
18129,56
18130,47
18131,25
18132,40
18133,35
18134,54
18135,62
18136,48
18137,51
18138,50
18139,49
18140,54
18141,56
18142,20
18143,19
18144,32
18145,46
18146,46
18147,42
18148,25
18149,39
18150,41
18151,37
18152,37
18153,49
18154,17
18155,48
18156,48
18157,44
18158,34
18159,43
18160,53
18161,33
18162,46
18163,56
18164,25
18165,53
18166,45
18167,32
18168,44
18169,48
18170,46
18171,26
18172,42
18173,46
18174,29
18175,24
18176,43
18177,54
18178,50
18179,21
18180,34
18181,48
18182,53
18183,48
18184,29
18185,54
18186,39
18187,52
18188,23
18189,20
18190,68
18191,54
18192,41
18193,56
18194,43
18195,52
18196,43
18197,44
18198,50
18199,24
18200,59
18201,18
18202,24
18203,52
18204,24
18205,30
18206,44
18207,44
18208,18
18209,35
18210,53
18211,16
18212,44
18213,25
18214,23
18215,21
18216,19
18217,17
18218,53
18219,50
18220,19
18221,53
18222,29
18223,52
18224,38
18225,50
18226,27
18227,53
18228,61
18229,21
18230,54
18231,48
18232,68
18233,53
18234,28
18235,49
18236,32
18237,42
18238,18
18239,43
18240,16
18241,52
18242,53
18243,60
18244,54
18245,20
18246,52
18247,27
18248,25
18249,34
18250,53
18251,54
18252,29
18253,37
18254,44
18255,32
18256,28
18257,26
18258,26
18259,32
18260,55
18261,38
18262,31
18263,28
18264,48
18265,23
18266,33
18267,54
18268,52
18269,21
18270,23
18271,49
18272,59
18273,31
18274,54
18275,58
18276,47
18277,55
18278,24
18279,26
18280,52
18281,30
18282,49
18283,27
18284,18
18285,52
18286,33
18287,38
18288,35
18289,27
18290,26
18291,26
18292,48
18293,53
18294,60
18295,42
18296,54
18297,40
18298,50
18299,41
18300,18
18301,56
18302,46
18303,55
18304,53
18305,58
18306,41
18307,21
18308,34
18309,34
18310,28
18311,36
18312,38
18313,53
18314,18
18315,47
18316,51
18317,23
18318,25
18319,46
18320,29
18321,22
18322,48
18323,28
18324,36
18325,59
18326,58
18327,59
18328,48
18329,22
18330,28
18331,32
18332,47
18333,31
18334,52
18335,58
18336,58
18337,25
18338,22
18339,20
18340,31
18341,57
18342,36
18343,52
18344,48
18345,44
18346,41
18347,51
18348,54
18349,55
18350,47
18351,54
18352,25
18353,46
18354,44
18355,53
18356,49
18357,23
18358,40
18359,52
18360,52
18361,16
18362,39
18363,53
18364,26
18365,52
